# The PEARS id is given here as only an integer.
# The user must figure out if it is part of northern or southern fields.
# pearsid field urcol mstar threedid threedzphot
64963 GOODS-S 0.62 8.83 18930 1.20
65246 GOODS-S 0.54 7.48 18943 0.62
65179 GOODS-S 0.83 8.05 18957 0.75
64797 GOODS-S 1.29 8.95 18976 0.68
65335 GOODS-S 0.50 7.87 19120 0.70
65620 GOODS-S 2.18 11.07 19148 0.97
64769 GOODS-S 0.86 7.95 19149 0.77
65539 GOODS-S 0.92 8.35 19158 0.88
65471 GOODS-S 0.92 8.84 19171 1.14
65572 GOODS-S 0.77 8.72 19210 0.67
65609 GOODS-S 0.75 8.49 19234 0.75
65708 GOODS-S 0.85 8.68 19257 0.67
65825 GOODS-S 0.95 9.27 19312 0.87
65700 GOODS-S 0.83 7.57 19346 0.57
66149 GOODS-S 1.05 8.08 19356 0.71
65746 GOODS-S 0.46 8.96 19365 1.18
66106 GOODS-S 0.59 8.44 19373 1.18
66190 GOODS-S 0.85 7.92 19382 0.71
65981 GOODS-S 1.12 9.19 19383 0.72
66256 GOODS-S 2.29 10.32 19394 0.68
66468 GOODS-S 0.67 8.58 19520 1.27
66620 GOODS-S 1.09 8.39 19606 0.75
66708 GOODS-S 1.51 9.46 19715 0.67
66853 GOODS-S 0.87 9.01 19747 1.04
67200 GOODS-S 0.82 8.69 19819 1.25
67053 GOODS-S 1.99 9.53 19872 1.08
67558 GOODS-S 0.86 8.65 19989 0.96
67929 GOODS-S 0.91 7.94 19993 0.87
67601 GOODS-S 0.74 8.80 19999 1.28
67801 GOODS-S 0.76 9.01 20071 1.32
67542 GOODS-S 1.16 8.80 20106 0.97
67654 GOODS-S 0.83 8.89 20111 0.78
67996 GOODS-S 0.86 8.32 20157 0.82
68115 GOODS-S 1.04 8.56 20166 0.69
68104 GOODS-S 0.92 9.40 20192 1.14
68033 GOODS-S 1.11 9.60 20199 1.14
68241 GOODS-S 1.11 8.03 20222 0.60
68414 GOODS-S 1.27 9.10 20253 1.03
68854 GOODS-S 0.81 8.57 20360 1.19
68918 GOODS-S 0.79 8.72 20392 1.11
68841 GOODS-S 1.87 10.31 20404 1.10
68739 GOODS-S 0.98 8.24 20454 0.56
68675 GOODS-S 0.93 9.41 20461 0.67
69044 GOODS-S 1.00 8.47 20468 0.95
68944 GOODS-S 0.90 8.01 20481 0.66
68982 GOODS-S 1.05 9.11 20490 0.82
68852 GOODS-S 0.75 8.21 20506 0.75
69170 GOODS-S 0.84 8.75 20547 1.10
69168 GOODS-S 0.75 8.53 20557 0.71
69341 GOODS-S 0.53 8.68 20634 1.14
68827 GOODS-S 0.76 10.21 20651 1.31
69260 GOODS-S 1.36 8.59 20703 0.68
69713 GOODS-S 1.46 8.64 20734 0.69
69686 GOODS-S 0.48 7.84 20744 0.90
69234 GOODS-S 0.74 8.89 20873 0.99
90791 GOODS-S 2.18 10.89 30922 0.66
91095 GOODS-S 2.05 11.09 30997 1.00
92755 GOODS-S 2.43 10.75 31240 1.24
93128 GOODS-S 0.95 9.37 31315 0.94
93102 GOODS-S 1.04 9.68 31396 1.23
93370 GOODS-S 2.21 10.14 31406 0.66
91651 GOODS-S 2.03 10.93 31425 1.01
92455 GOODS-S 1.09 8.51 31429 0.71
93458 GOODS-S 1.35 10.05 31444 1.31
93627 GOODS-S 1.21 9.38 31474 1.15
92959 GOODS-S 0.85 8.38 31486 0.90
93992 GOODS-S 0.40 7.92 31510 0.97
93808 GOODS-S 0.99 8.18 31518 0.77
93946 GOODS-S 2.29 10.15 31549 1.07
93923 GOODS-S 0.82 8.90 31557 0.92
93811 GOODS-S 0.89 9.24 31572 0.94
94128 GOODS-S 1.20 9.54 31589 0.97
95110 GOODS-S 2.15 10.75 31613 1.22
94290 GOODS-S 1.01 9.43 31614 0.90
94425 GOODS-S 0.86 8.81 31685 1.18
94873 GOODS-S 0.87 8.26 31742 0.79
94900 GOODS-S 0.92 8.69 31766 1.19
93984 GOODS-S 0.76 9.43 31832 1.03
94854 GOODS-S 0.68 8.83 31841 1.04
94858 GOODS-S 0.64 8.55 31852 0.95
95513 GOODS-S 0.71 8.38 31974 1.08
95330 GOODS-S 0.94 8.83 32016 0.74
95800 GOODS-S 1.04 9.29 32157 0.74
96378 GOODS-S 0.65 8.15 32265 0.68
96579 GOODS-S 1.07 9.07 32401 1.18
96907 GOODS-S 0.87 7.95 32403 0.90
96671 GOODS-S 2.02 8.20 32409 0.62
96567 GOODS-S 0.69 9.34 32445 1.25
96778 GOODS-S 0.87 8.42 32469 0.75
96942 GOODS-S 0.58 8.57 32541 0.75
97043 GOODS-S 1.36 9.76 32543 0.62
97327 GOODS-S 0.65 8.74 32575 1.14
97487 GOODS-S 1.30 9.25 32624 0.95
96494 GOODS-S 0.79 7.43 32675 0.66
96737 GOODS-S 1.27 9.32 32687 0.73
98048 GOODS-S 1.84 10.63 32788 1.24
98384 GOODS-S 2.20 10.45 32799 1.10
96481 GOODS-S 1.13 9.60 32800 0.65
98002 GOODS-S 0.91 8.32 32806 0.57
98046 GOODS-S 0.60 8.08 32808 0.61
96927 GOODS-S 1.00 9.03 32810 0.67
98242 GOODS-S 0.61 8.29 32884 0.66
98353 GOODS-S 0.73 8.00 32886 0.59
98198 GOODS-S 0.95 8.45 32901 0.83
98698 GOODS-S 2.06 10.27 32976 0.85
98703 GOODS-S 1.39 9.19 33004 1.20
98849 GOODS-S 0.69 8.37 33012 1.12
98951 GOODS-S 0.96 8.48 33061 0.76
99129 GOODS-S 0.78 8.30 33143 0.97
98333 GOODS-S 2.25 11.15 33163 1.24
99252 GOODS-S 0.70 7.92 33188 0.77
99275 GOODS-S 1.03 9.23 33202 1.07
99381 GOODS-S 0.70 8.39 33215 0.93
99014 GOODS-S 1.07 9.78 33286 0.68
97568 GOODS-S 1.38 10.69 33287 1.01
99598 GOODS-S 1.08 8.49 33304 0.90
99490 GOODS-S 1.00 8.58 33332 0.69
98923 GOODS-S 0.85 9.02 33340 1.27
99589 GOODS-S 1.37 9.61 33371 1.21
100181 GOODS-S 0.45 8.17 33377 1.23
99736 GOODS-S 0.86 8.96 33381 1.28
99156 GOODS-S 0.73 9.41 33384 0.95
99400 GOODS-S 1.04 9.18 33424 1.22
100332 GOODS-S 1.08 8.17 33458 0.83
100119 GOODS-S 0.82 8.26 33491 0.68
100094 GOODS-S 1.63 9.93 33527 1.26
100338 GOODS-S 0.77 7.93 33608 0.78
100393 GOODS-S 0.81 8.39 33704 0.73
100526 GOODS-S 1.28 9.06 33705 0.67
100652 GOODS-S 0.93 8.45 33742 0.80
101064 GOODS-S 0.53 7.72 33746 0.80
100679 GOODS-S 0.87 8.56 33754 0.68
100497 GOODS-S 0.81 7.80 33791 0.59
100951 GOODS-S 1.16 8.52 33824 0.88
100543 GOODS-S 0.90 8.92 33851 0.69
100572 GOODS-S 1.75 9.76 33855 0.77
99892 GOODS-S 1.09 9.55 33864 1.07
101091 GOODS-S 1.04 9.41 33930 1.05
101299 GOODS-S 1.09 8.74 33944 0.68
101457 GOODS-S 2.29 10.64 33949 1.25
101176 GOODS-S 0.69 8.99 33950 1.05
101527 GOODS-S 2.08 10.32 33999 1.25
101634 GOODS-S 0.90 9.22 34004 0.94
101405 GOODS-S 1.32 9.43 34018 0.76
101780 GOODS-S 1.17 8.66 34043 0.79
101633 GOODS-S 1.38 8.87 34055 0.67
101093 GOODS-S 0.79 8.76 34083 0.90
101849 GOODS-S 0.92 8.48 34111 0.57
101615 GOODS-S 2.23 10.57 34134 1.24
101795 GOODS-S 1.10 8.93 34164 0.91
101718 GOODS-S 1.67 9.66 34167 1.04
102175 GOODS-S 0.58 7.35 34192 0.58
102037 GOODS-S 0.91 8.46 34210 1.11
102205 GOODS-S 1.11 8.88 34264 0.98
102153 GOODS-S 1.00 9.40 34297 0.74
102163 GOODS-S 1.13 9.37 34373 1.06
102547 GOODS-S 1.22 9.67 34406 1.09
102708 GOODS-S 0.43 7.86 34476 0.88
102735 GOODS-S 1.01 9.24 34482 0.66
102957 GOODS-S 1.19 8.74 34560 1.00
102847 GOODS-S 1.04 9.47 34601 1.13
103107 GOODS-S 0.94 8.25 34625 0.93
102027 GOODS-S 0.96 8.91 34644 1.06
103116 GOODS-S 0.47 9.35 34650 0.96
103421 GOODS-S 0.56 7.76 34680 0.86
103422 GOODS-S 1.07 9.33 34733 0.80
103683 GOODS-S 1.18 8.62 34881 0.72
103811 GOODS-S 0.94 9.21 34926 0.95
103982 GOODS-S 0.81 9.19 34960 1.20
103969 GOODS-S 0.91 9.11 34967 1.21
103877 GOODS-S 0.71 8.38 35006 0.94
104125 GOODS-S 0.89 9.14 35036 1.08
104150 GOODS-S 1.47 9.55 35038 0.95
103918 GOODS-S 2.11 10.62 35046 0.91
104478 GOODS-S 0.77 8.69 35139 0.95
104498 GOODS-S 0.81 8.97 35176 0.97
104641 GOODS-S 1.11 8.52 35209 0.75
104731 GOODS-S 0.49 8.13 35214 1.01
104622 GOODS-S 1.15 8.44 35227 0.67
104801 GOODS-S 1.35 8.45 35243 0.72
104868 GOODS-S 1.10 8.93 35295 1.01
104514 GOODS-S 0.79 8.65 35315 0.92
104408 GOODS-S 0.75 8.43 35323 0.73
104981 GOODS-S 0.90 8.53 35335 0.96
105016 GOODS-S 0.81 8.82 35382 0.74
105328 GOODS-S 0.83 8.52 35530 1.05
104446 GOODS-S 0.92 8.69 35542 0.84
105400 GOODS-S 1.17 8.33 35551 0.78
105522 GOODS-S 0.96 8.87 35559 0.66
105622 GOODS-S 1.00 8.04 35566 0.61
105547 GOODS-S 2.15 10.63 35579 0.61
105570 GOODS-S 0.91 8.64 35624 0.92
107060 GOODS-S 0.81 9.46 35681 1.22
105980 GOODS-S 1.82 9.66 35721 0.68
106026 GOODS-S 0.62 8.22 35758 0.75
106132 GOODS-S 1.04 8.21 35790 0.64
106073 GOODS-S 1.37 10.00 35800 1.05
105015 GOODS-S 0.75 8.71 35804 0.61
106061 GOODS-S 1.40 8.88 35828 0.73
106446 GOODS-S 0.86 7.85 35880 0.67
106606 GOODS-S 0.83 8.32 35924 0.70
106608 GOODS-S 0.70 8.83 35967 1.31
106641 GOODS-S 0.51 8.23 36013 0.91
104516 GOODS-S 0.67 9.15 36018 1.22
107136 GOODS-S 2.35 10.62 36094 0.94
106953 GOODS-S 0.89 8.17 36116 0.67
107052 GOODS-S 0.70 8.66 36135 1.05
107208 GOODS-S 1.12 9.42 36155 1.22
107055 GOODS-S 0.70 8.36 36170 0.87
107036 GOODS-S 0.98 8.56 36178 0.61
106993 GOODS-S 0.55 8.34 36186 0.91
106067 GOODS-S 1.71 10.59 36189 0.78
107111 GOODS-S 0.73 8.37 36235 0.62
107670 GOODS-S 0.92 8.74 36283 1.12
107680 GOODS-S 0.92 8.28 36357 0.92
107369 GOODS-S 1.14 9.10 36384 1.26
107823 GOODS-S 0.80 9.05 36394 0.94
107668 GOODS-S 1.19 8.12 36419 0.73
106859 GOODS-S 1.43 9.70 36507 0.73
107776 GOODS-S 1.25 7.91 36515 0.63
107858 GOODS-S 0.82 8.09 36524 0.81
107863 GOODS-S 0.78 9.26 36568 1.01
108274 GOODS-S 1.02 9.17 36583 0.79
108028 GOODS-S 1.02 8.48 36611 1.09
107997 GOODS-S 0.71 8.55 36615 0.94
108145 GOODS-S 0.24 8.39 36624 1.08
107754 GOODS-S 0.79 8.54 36625 1.06
108174 GOODS-S 0.70 8.05 36630 0.69
109077 GOODS-S 1.58 10.06 36659 1.24
107778 GOODS-S 1.03 9.03 36674 0.98
108366 GOODS-S 0.67 8.55 36693 1.07
108088 GOODS-S 0.69 8.31 36752 1.24
108336 GOODS-S 0.91 9.23 36755 1.19
108456 GOODS-S 1.21 9.75 36850 1.08
108510 GOODS-S 1.81 10.08 36854 0.93
108716 GOODS-S 1.17 8.37 36919 0.84
108147 GOODS-S 1.83 9.75 36953 0.62
108561 GOODS-S 0.90 9.25 36970 1.08
108874 GOODS-S 0.74 8.02 36974 0.91
108620 GOODS-S 0.71 8.63 36979 0.90
108322 GOODS-S 1.12 9.85 37001 1.21
108779 GOODS-S 1.09 9.76 37035 1.14
108946 GOODS-S 1.21 9.58 37043 1.27
109264 GOODS-S 0.53 7.87 37048 0.82
109091 GOODS-S 1.03 9.02 37063 1.22
108943 GOODS-S 1.02 8.54 37103 0.57
109250 GOODS-S 0.76 8.41 37144 0.92
108922 GOODS-S 2.31 9.84 37188 0.64
109043 GOODS-S 1.30 8.83 37189 0.69
109396 GOODS-S 1.07 8.66 37248 0.74
109107 GOODS-S 1.00 9.73 37249 1.13
109422 GOODS-S 1.00 9.30 37259 1.16
109167 GOODS-S 1.72 9.68 37270 0.89
109151 GOODS-S 2.16 10.52 37282 0.67
109605 GOODS-S 0.70 8.90 37289 1.28
109438 GOODS-S 0.85 8.55 37364 0.69
109609 GOODS-S 1.10 8.31 37380 0.70
109596 GOODS-S 0.63 8.07 37401 0.74
109505 GOODS-S 2.36 10.93 37409 1.26
109824 GOODS-S 0.91 9.13 37447 0.75
110198 GOODS-S 0.98 8.32 37541 0.72
109889 GOODS-S 0.98 8.52 37547 0.68
110235 GOODS-S 0.91 8.59 37624 0.90
109900 GOODS-S 0.78 9.27 37715 0.73
110215 GOODS-S 0.96 9.16 37730 1.06
109794 GOODS-S 2.14 10.65 37739 0.67
110498 GOODS-S 0.76 9.47 37785 1.29
110258 GOODS-S 0.94 9.12 37791 0.90
110654 GOODS-S 0.97 9.00 37816 1.26
110892 GOODS-S 1.30 8.19 37833 0.63
110712 GOODS-S 0.85 8.24 37848 0.84
110397 GOODS-S 1.63 9.53 37872 0.90
110962 GOODS-S 1.35 9.03 37880 1.03
111055 GOODS-S 1.07 8.86 37910 1.22
111194 GOODS-S 1.27 8.60 38051 0.73
111151 GOODS-S 0.84 8.84 38076 0.61
110733 GOODS-S 0.62 8.53 38083 0.95
110870 GOODS-S 2.00 11.10 38092 0.67
110765 GOODS-S 1.31 8.98 38117 0.93
111122 GOODS-S 0.75 8.90 38177 0.94
110487 GOODS-S 2.17 10.29 38191 0.97
110664 GOODS-S 0.90 8.89 38216 1.06
111806 GOODS-S 0.96 8.81 38347 0.85
111919 GOODS-S 0.89 8.20 38436 0.59
112386 GOODS-S 1.06 8.20 38506 0.83
111633 GOODS-S 0.77 9.52 38537 1.26
112614 GOODS-S 0.49 8.09 38607 0.78
112324 GOODS-S 0.69 9.73 38616 1.28
111700 GOODS-S 1.22 9.67 38625 0.97
112746 GOODS-S 1.42 8.69 38642 0.71
112745 GOODS-S 0.75 8.85 38680 1.03
112754 GOODS-S 1.29 9.28 38684 1.26
112747 GOODS-S 0.65 8.16 38702 0.94
112789 GOODS-S 2.55 11.24 38786 0.66
112840 GOODS-S 1.20 9.43 38822 1.04
112989 GOODS-S 0.68 8.50 38872 1.13
113107 GOODS-S 0.87 8.46 38964 0.89
113055 GOODS-S 0.89 8.95 38982 1.25
113169 GOODS-S 1.52 9.83 39007 1.12
113409 GOODS-S 0.83 8.20 39023 0.68
112943 GOODS-S 1.25 9.05 39097 0.73
113730 GOODS-S 0.93 8.95 39120 1.20
113558 GOODS-S 0.73 8.65 39130 1.23
113482 GOODS-S 1.10 8.72 39133 0.70
113434 GOODS-S 1.35 9.16 39151 1.11
113270 GOODS-S 1.00 8.88 39176 0.56
113184 GOODS-S 0.95 8.71 39231 0.79
113815 GOODS-S 1.18 8.28 39249 0.71
113919 GOODS-S 0.76 9.04 39253 1.19
114024 GOODS-S 1.05 8.43 39255 0.76
114244 GOODS-S 0.54 8.71 39485 1.05
112827 GOODS-S 1.30 9.58 39497 0.95
113361 GOODS-S 1.94 9.94 39504 0.66
113895 GOODS-S 1.29 9.73 39591 1.21
113877 GOODS-S 1.07 10.03 39603 1.23
114767 GOODS-S 0.77 8.11 39613 0.58
114960 GOODS-S 1.12 8.31 39626 0.93
114392 GOODS-S 1.49 9.04 39636 0.56
115288 GOODS-S 2.26 10.59 39654 1.05
114108 GOODS-S 2.26 10.25 39681 0.73
113555 GOODS-S 1.20 9.63 39765 0.73
115210 GOODS-S 1.00 8.77 39782 1.15
115491 GOODS-S 0.94 8.02 39789 0.73
113375 GOODS-S 2.20 10.31 39825 1.07
114998 GOODS-S 1.65 9.36 39937 0.75
116185 GOODS-S 0.56 8.13 40033 0.93
115761 GOODS-S 1.36 8.88 40035 0.67
114932 GOODS-S 0.97 9.09 40054 0.80
116364 GOODS-S 0.76 7.93 40077 0.84
116124 GOODS-S 0.75 8.34 40110 0.75
115331 GOODS-S 1.13 9.36 40136 0.73
115683 GOODS-S 0.93 8.31 40149 0.62
115928 GOODS-S 1.00 8.60 40207 0.88
115775 GOODS-S 1.24 9.66 40214 1.11
116174 GOODS-S 1.96 8.96 40247 0.66
115446 GOODS-S 1.61 10.60 40255 1.17
116423 GOODS-S 0.74 7.76 40268 0.62
115877 GOODS-S 0.80 9.29 40270 1.09
116154 GOODS-S 0.74 8.91 40278 1.10
116507 GOODS-S 1.13 9.09 40306 1.21
116285 GOODS-S 0.77 8.88 40312 1.26
115462 GOODS-S 1.75 10.31 40337 0.64
115794 GOODS-S 1.40 10.00 40392 1.04
116230 GOODS-S 1.75 10.22 40462 1.25
116157 GOODS-S 1.83 10.27 40475 1.09
116349 GOODS-S 2.15 10.59 40476 1.19
117560 GOODS-S 0.47 8.30 40590 0.67
116724 GOODS-S 1.64 9.57 40631 0.68
117548 GOODS-S 1.13 8.48 40646 1.11
117748 GOODS-S 1.00 8.13 40663 0.68
117225 GOODS-S 2.28 10.03 40732 0.97
117770 GOODS-S 0.79 8.46 40765 1.07
118182 GOODS-S 0.41 7.28 40791 0.62
117865 GOODS-S 0.90 8.94 40811 1.04
117575 GOODS-S 0.88 8.35 40819 0.63
117222 GOODS-S 0.84 8.64 40836 0.67
118077 GOODS-S 1.13 8.76 40871 1.13
116284 GOODS-S 1.15 9.73 40878 1.12
118171 GOODS-S 1.23 8.65 40886 0.93
117997 GOODS-S 1.12 8.75 40904 0.68
117790 GOODS-S 0.96 8.71 40968 0.68
118014 GOODS-S 0.86 9.31 40976 0.95
118251 GOODS-S 0.58 8.27 40997 0.94
117066 GOODS-S 0.95 9.00 41062 0.73
118024 GOODS-S 1.86 10.14 41108 1.22
118155 GOODS-S 1.17 9.54 41111 0.87
119137 GOODS-S 0.94 8.07 41133 0.84
118421 GOODS-S 1.04 9.45 41171 1.29
119164 GOODS-S 1.29 8.47 41208 0.90
119076 GOODS-S 1.25 8.21 41224 0.65
119260 GOODS-S 1.13 8.40 41236 0.69
118755 GOODS-S 1.22 9.05 41262 0.60
118925 GOODS-S 1.05 8.62 41312 0.74
118459 GOODS-S 0.89 8.99 41383 0.68
119747 GOODS-S 0.83 7.77 41431 0.73
119880 GOODS-S 1.04 8.59 41559 1.05
119470 GOODS-S 1.09 9.33 41603 1.04
119278 GOODS-S 1.78 9.60 41647 0.91
119016 GOODS-S 1.90 10.76 41654 1.10
119873 GOODS-S 0.95 8.73 41676 0.91
120439 GOODS-S 1.52 8.83 41735 0.76
119504 GOODS-S 0.97 9.44 41764 0.95
120415 GOODS-S 0.75 8.25 41768 0.94
120445 GOODS-S 0.76 8.50 41789 0.91
120466 GOODS-S 2.27 10.02 41873 1.07
120644 GOODS-S 0.86 8.22 41881 0.89
120099 GOODS-S 0.80 9.03 41923 1.06
120725 GOODS-S 0.98 8.84 41977 0.91
120798 GOODS-S 0.69 8.21 41982 0.86
120950 GOODS-S 1.08 8.70 42012 1.00
120859 GOODS-S 0.63 8.65 42038 0.94
120926 GOODS-S 1.26 8.93 42054 1.06
121473 GOODS-S 1.02 7.48 42154 0.62
121302 GOODS-S 1.08 8.13 42160 0.67
121574 GOODS-S 1.40 8.64 42248 0.67
121785 GOODS-S 1.25 8.08 42303 0.70
120845 GOODS-S 1.93 9.79 42329 0.94
120898 GOODS-S 2.15 10.43 42409 1.12
121678 GOODS-S 0.66 8.63 42442 1.08
121911 GOODS-S 0.85 8.46 42445 0.68
121405 GOODS-S 1.81 10.11 42472 1.10
108892 GOODS-S 2.01 10.40 37083 0.98
109511 GOODS-S 0.76 8.54 37194 0.91
109766 GOODS-S 0.99 9.31 37320 0.94
109435 GOODS-S 0.74 8.34 37366 0.65
109019 GOODS-S 0.78 8.87 37382 0.95
109770 GOODS-S 0.79 8.57 37399 1.00
110170 GOODS-S 0.35 8.25 37490 1.03
109872 GOODS-S 0.91 8.62 37543 0.72
110187 GOODS-S 1.15 8.59 37565 0.75
109885 GOODS-S 2.17 9.97 37571 0.74
110031 GOODS-S 1.15 8.94 37601 0.78
109948 GOODS-S 0.84 8.61 37607 0.78
109992 GOODS-S 1.12 9.51 37614 1.02
110400 GOODS-S 0.53 8.09 37701 0.67
110493 GOODS-S 0.79 8.53 37766 0.76
111741 GOODS-S 1.90 10.92 37812 1.11
110971 GOODS-S 0.68 8.44 37844 1.25
111108 GOODS-S 0.96 8.10 37890 0.78
110065 GOODS-S 0.85 8.71 37904 1.02
110950 GOODS-S 0.83 8.02 37905 0.74
110763 GOODS-S 0.55 9.04 37960 1.25
110988 GOODS-S 1.10 9.39 38050 1.24
110891 GOODS-S 0.92 8.61 38084 0.75
111492 GOODS-S 0.66 7.92 38104 0.74
110801 GOODS-S 1.52 9.60 38124 1.10
111030 GOODS-S 0.98 9.12 38160 1.05
111366 GOODS-S 1.11 8.24 38165 0.63
111622 GOODS-S 0.92 9.18 38232 1.22
111901 GOODS-S 1.21 7.97 38322 0.64
109886 GOODS-S 1.04 9.52 38326 0.64
111556 GOODS-S 1.83 9.62 38356 0.68
112039 GOODS-S 0.91 7.65 38379 0.59
110795 GOODS-S 0.69 9.23 38398 1.21
112095 GOODS-S 1.06 8.62 38429 1.00
111643 GOODS-S 1.36 9.30 38466 0.72
112070 GOODS-S 0.78 9.04 38469 1.28
112881 GOODS-S 0.95 8.32 38652 0.96
112960 GOODS-S 1.49 9.10 38767 1.02
112927 GOODS-S 0.99 8.57 38783 0.87
111842 GOODS-S 0.78 9.69 38832 1.31
112133 GOODS-S 0.99 9.09 38876 0.75
112457 GOODS-S 1.79 9.61 38893 0.97
112682 GOODS-S 1.04 9.25 38998 0.56
113548 GOODS-S 0.56 8.34 39049 1.10
113364 GOODS-S 0.75 8.44 39051 1.08
113474 GOODS-S 0.89 8.77 39071 0.88
113842 GOODS-S 0.62 7.68 39140 0.74
113279 GOODS-S 0.83 8.59 39141 0.64
113434 GOODS-S 1.35 9.16 39151 1.11
113685 GOODS-S 1.01 9.05 39162 0.96
113298 GOODS-S 2.33 11.09 39170 1.08
114100 GOODS-S 0.91 8.86 39197 1.31
112093 GOODS-S 2.25 10.87 39241 1.04
113815 GOODS-S 1.18 8.28 39249 0.71
114057 GOODS-S 1.61 8.66 39273 0.74
114298 GOODS-S 0.84 7.64 39274 0.74
114077 GOODS-S 1.10 8.24 39278 0.70
114115 GOODS-S 0.86 8.04 39302 0.65
113678 GOODS-S 1.31 9.65 39406 0.98
112617 GOODS-S 2.14 10.49 39433 1.10
114779 GOODS-S 0.55 7.83 39602 0.76
114230 GOODS-S 2.11 10.69 39631 1.08
114221 GOODS-S 0.79 8.56 39684 0.65
115024 GOODS-S 1.33 9.19 39689 1.15
115210 GOODS-S 1.00 8.77 39782 1.15
114657 GOODS-S 1.42 10.22 39807 1.23
114644 GOODS-S 1.03 9.00 39826 0.75
115258 GOODS-S 0.92 8.93 39847 1.12
115449 GOODS-S 1.09 8.61 39933 0.77
115589 GOODS-S 1.21 8.50 39983 0.81
114978 GOODS-S 0.97 8.80 40001 0.71
115319 GOODS-S 0.80 8.90 40002 0.73
115544 GOODS-S 0.68 8.56 40023 0.91
114932 GOODS-S 0.97 9.09 40054 0.80
116260 GOODS-S 1.04 8.54 40063 1.00
115723 GOODS-S 0.70 9.25 40078 1.29
115422 GOODS-S 0.82 8.68 40095 0.64
115684 GOODS-S 0.86 8.89 40114 1.16
115331 GOODS-S 1.13 9.36 40136 0.73
115999 GOODS-S 0.73 9.19 40192 1.26
116031 GOODS-S 1.03 9.04 40238 0.62
116350 GOODS-S 0.76 8.26 40300 0.57
116370 GOODS-S 0.81 8.84 40421 1.09
117202 GOODS-S 0.97 7.82 40463 0.64
117116 GOODS-S 0.93 8.14 40519 0.78
117376 GOODS-S 1.85 10.40 40541 1.01
116653 GOODS-S 1.00 9.19 40544 0.74
117002 GOODS-S 0.85 8.96 40553 1.04
116802 GOODS-S 0.74 8.41 40579 0.67
117521 GOODS-S 1.35 8.30 40614 0.64
117714 GOODS-S 0.84 8.31 40651 0.91
117864 GOODS-S 0.47 8.29 40703 0.96
117333 GOODS-S 0.81 8.93 40730 0.94
116765 GOODS-S 1.85 10.10 40762 1.01
117686 GOODS-S 0.84 8.53 40786 0.68
117648 GOODS-S 0.89 8.59 40846 0.75
118313 GOODS-S 1.61 8.18 40938 0.57
117138 GOODS-S 1.10 9.75 40956 0.64
117725 GOODS-S 2.51 11.20 40985 0.75
118196 GOODS-S 1.18 9.28 41040 1.22
118438 GOODS-S 0.85 8.71 41095 0.74
117429 GOODS-S 1.54 10.22 41115 0.64
117608 GOODS-S 2.07 10.49 41147 0.64
118434 GOODS-S 1.83 9.93 41151 1.13
118687 GOODS-S 1.36 8.82 41194 0.75
118673 GOODS-S 0.88 8.59 41212 0.74
118193 GOODS-S 0.75 9.11 41266 1.17
118660 GOODS-S 1.13 9.89 41283 1.22
118772 GOODS-S 1.34 9.20 41358 1.06
118448 GOODS-S 0.58 8.62 41363 0.66
118167 GOODS-S 0.75 8.66 41365 0.57
119341 GOODS-S 0.81 8.08 41406 0.74
118526 GOODS-S 0.87 9.03 41460 0.64
119722 GOODS-S 0.60 8.66 41509 1.11
119493 GOODS-S 2.33 9.95 41531 1.06
119612 GOODS-S 0.91 9.32 41571 1.01
120268 GOODS-S 0.78 8.32 41670 1.04
120286 GOODS-S 1.37 8.90 41682 0.94
119893 GOODS-S 0.79 8.68 41683 1.09
119951 GOODS-S 1.75 9.66 41688 1.14
119997 GOODS-S 1.87 8.77 41692 0.73
118455 GOODS-S 1.73 10.00 41708 1.03
119088 GOODS-S 1.32 9.45 41755 0.64
119666 GOODS-S 1.58 9.90 41775 1.00
119744 GOODS-S 1.05 9.04 41790 0.74
119193 GOODS-S 2.15 10.82 41796 0.78
119702 GOODS-S 0.72 9.16 41806 1.06
120576 GOODS-S 0.63 7.90 41850 0.77
120689 GOODS-S 1.15 8.26 41854 0.61
119927 GOODS-S 0.55 8.19 41863 0.73
120095 GOODS-S 1.39 8.89 41889 0.77
119489 GOODS-S 1.39 10.56 41898 0.63
119774 GOODS-S 1.78 9.51 41930 0.81
120843 GOODS-S 1.86 8.83 41950 0.72
119960 GOODS-S 1.15 8.57 41962 0.63
121020 GOODS-S 0.95 7.86 42019 0.69
120229 GOODS-S 1.46 9.13 42043 0.75
120967 GOODS-S 1.00 8.94 42064 1.02
120840 GOODS-S 0.95 8.86 42106 0.72
120441 GOODS-S 1.48 8.81 42108 0.70
120559 GOODS-S 2.21 9.99 42123 0.74
121011 GOODS-S 1.38 9.53 42139 1.20
121150 GOODS-S 1.50 8.47 42173 0.57
121095 GOODS-S 2.09 10.51 42221 1.04
120974 GOODS-S 0.93 9.30 42253 1.20
121350 GOODS-S 0.81 8.74 42266 1.22
121149 GOODS-S 1.23 8.72 42270 0.62
121195 GOODS-S 0.70 7.77 42288 0.65
121785 GOODS-S 1.25 8.08 42303 0.70
120803 GOODS-S 0.89 9.07 42362 0.61
121644 GOODS-S 0.90 8.25 42411 0.59
121904 GOODS-S 0.47 7.81 42446 0.75
121733 GOODS-S 1.00 9.35 42454 0.69
121864 GOODS-S 0.87 8.26 42459 0.74
122108 GOODS-S 1.37 8.97 42497 0.75
122099 GOODS-S 0.49 7.97 42505 0.75
