# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
#pearsid field ra dec old_z new_z dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
87634 GOODS-N 53.135260 -27.799560 0.7400 0.7059 1.4416 0.8175 1.5438 0.6573 308.7517 290.0512
87735 GOODS-S 53.135260 -27.799560 0.7200 0.5635 2.2245 3.7697 2.6046 3.2108 397.5221 368.9206
87783 GOODS-S 53.135260 -27.799560 1.1300 0.6810 1.0226 0.1466 1.5433 0.2144 20177.1724 14406.5987
87823 GOODS-N 53.135260 -27.799560 0.9800 0.9668 1.2316 0.2985 1.3495 0.2352 342.0472 330.7367
87827 GOODS-S 53.135260 -27.799560 0.6300 0.6192 1.3925 0.2524 1.6808 0.2155 159.3773 140.5085
87843 GOODS-S 53.135260 -27.799560 0.9500 1.0126 1.1742 0.1771 1.2092 0.1353 597.6256 526.0183
87958 GOODS-S 53.135260 -27.799560 0.6600 0.7003 1.1622 0.1876 1.5004 0.1622 365.2044 289.0451
88056 GOODS-N 53.135260 -27.799560 0.8400 1.3161 1.1365 3.7473 1.5019 2.7674 244.3210 229.8464
88069 GOODS-S 53.135260 -27.799560 0.7800 0.6582 1.4251 0.2087 1.2911 0.1284 1420.5998 529.6697
88171 GOODS-N 53.135260 -27.799560 0.7400 0.5441 1.7658 1.8448 4.2996 4.0645 483.4207 325.9262
88175 GOODS-N 53.135260 -27.799560 1.0500 0.9711 1.0378 0.4602 1.2905 0.3816 460.6324 424.5170
88222 GOODS-S 53.135260 -27.799560 1.1100 1.1194 1.1167 0.2705 1.4866 0.2714 343.5758 341.2388
88265 GOODS-N 53.135260 -27.799560 0.8600 1.4069 1.3907 0.7689 1.6276 0.6834 722.8636 505.2119
88566 GOODS-N 53.135260 -27.799560 0.7900 0.8223 1.4278 0.2521 1.7781 0.2256 581.1244 428.3452
88679 GOODS-N 53.135260 -27.799560 0.8400 0.8623 1.4098 0.2587 1.6309 0.2195 462.6106 415.8525
88768 GOODS-N 53.135260 -27.799560 0.9500 0.9370 1.5804 1.2415 1.7838 0.9566 220.9638 220.8807
88858 GOODS-N 53.135260 -27.799560 0.8200 0.7169 1.1358 0.2776 1.3746 0.2423 346.6065 265.3700
88880 GOODS-N 53.135260 -27.799560 0.5900 0.4028 nan nan nan nan 171.7521 135.6230
89063 GOODS-S 53.135260 -27.799560 0.8700 0.6117 -7.4184 40.3565 -2.1660 2.8532 735.5957 704.0968
89122 GOODS-S 53.135260 -27.799560 0.7600 0.6922 1.1626 0.2766 1.0101 0.1742 496.7400 305.5707
89514 GOODS-N 53.135260 -27.799560 0.8300 0.8444 1.3549 0.2480 1.7062 0.2268 311.2167 256.3309
89845 GOODS-N 53.135260 -27.799560 0.9200 0.8701 1.1259 0.1314 1.1350 0.0952 2348.0241 2209.3800
89993 GOODS-N 53.135260 -27.799560 0.9200 0.8111 1.0923 0.1480 1.1247 0.1074 2478.6305 2440.2316
90078 GOODS-S 53.135260 -27.799560 0.6200 0.7117 1.3363 1.4267 1.3345 1.0963 168.2040 164.6140
90095 GOODS-N 53.135260 -27.799560 0.8400 0.8498 1.5536 0.9260 1.9209 0.8079 335.7898 335.2165
90198 GOODS-S 53.135260 -27.799560 0.8300 0.5593 1.3586 1.7131 2.5444 2.9881 335.3802 316.1504
90325 GOODS-S 53.135260 -27.799560 0.6800 0.6258 1.1891 0.1233 1.5311 0.1062 692.9267 270.8415
90517 GOODS-N 53.135260 -27.799560 0.8800 0.9091 1.0857 1.2740 1.3717 1.4460 301.2777 282.2485
90526 GOODS-N 53.135260 -27.799560 0.8900 0.8409 1.3118 0.3487 1.1716 0.2408 507.2362 417.4772
90546 GOODS-S 53.135260 -27.799560 1.0900 1.0957 1.2019 0.1480 1.6150 0.1436 966.6962 937.4154
90557 GOODS-N 53.135260 -27.799560 0.8400 0.8156 1.0361 0.1278 1.1898 0.1084 2460.5990 2390.0887
90740 GOODS-S 53.135260 -27.799560 0.8400 0.8039 1.0888 0.2668 1.1913 0.2146 786.4922 748.9667
90791 GOODS-S 53.135260 -27.799560 0.6600 0.6274 1.1774 0.1531 1.5580 0.1366 894.1817 781.5129
90879 GOODS-N 53.135260 -27.799560 1.0000 0.9108 1.1820 0.3795 1.3316 0.3075 471.8328 380.6997
91095 GOODS-S 53.135260 -27.799560 1.0000 1.1097 1.1307 0.1170 1.3565 0.0983 3119.1991 1482.7004
91139 GOODS-S 53.135260 -27.799560 0.9900 0.9510 1.1950 0.1594 1.3251 0.1259 1872.4471 1729.4121
91148 GOODS-N 53.135260 -27.799560 0.8400 0.8157 1.3437 0.3086 1.5079 0.2605 262.3877 249.2577
91414 GOODS-S 53.135260 -27.799560 0.6000 0.5894 1.1647 0.8389 1.5488 0.8223 224.4652 221.3331
91429 GOODS-S 53.135260 -27.799560 1.1900 0.4790 inf inf inf inf 728.7783 314.6227
91472 GOODS-S 53.135260 -27.799560 1.3100 1.3281 0.9888 0.2992 0.1167 0.0678 1295.8616 1277.7647
91517 GOODS-S 53.135260 -27.799560 0.9900 1.0191 1.1383 0.3680 1.3559 0.3353 450.8011 420.9127
91584 GOODS-S 53.135260 -27.799560 0.6300 0.5980 1.3342 0.6993 1.4847 0.5400 207.9342 199.7687
91611 GOODS-N 53.135260 -27.799560 0.8200 0.7960 1.7347 2.2696 2.7416 2.8380 235.4618 227.8466
91612 GOODS-N 53.135260 -27.799560 1.1900 1.1331 1.3029 0.2584 1.3321 0.1961 999.2603 879.5097
91651 GOODS-S 53.135260 -27.799560 1.0100 1.0569 1.1175 0.1729 1.3781 0.1465 654.7073 608.4443
91869 GOODS-S 53.135260 -27.799560 1.1800 1.0058 1.5450 0.8431 1.7184 0.6702 484.2899 446.2581
91947 GOODS-N 53.135260 -27.799560 0.8400 0.7921 1.0555 0.2351 1.1581 0.1866 1163.1592 1080.8080
91951 GOODS-N 53.135260 -27.799560 0.9900 0.9507 1.1773 1.4534 1.2255 1.0097 252.1132 238.4423
92233 GOODS-N 53.135260 -27.799560 0.8800 0.8839 1.1641 0.3298 1.2173 0.2622 325.9196 323.0712
92399 GOODS-S 53.135260 -27.799560 0.8300 0.7263 0.4187 1.0299 1.1449 1.6646 274.9253 262.4104
92455 GOODS-S 53.135260 -27.799560 0.7100 0.5356 41.1975 1529.5975 119.1878 4423.7158 196.6026 176.5933
92468 GOODS-S 53.135260 -27.799560 0.7200 0.5827 2.0317 1.6492 1.7901 0.9920 328.2294 206.5773
92535 GOODS-N 53.135260 -27.799560 0.8300 0.8300 1.2069 0.1657 1.3714 0.1376 270.1345 270.1345
92859 GOODS-N 53.135260 -27.799560 0.8900 0.8651 1.2985 0.3722 1.4027 0.3058 310.5713 282.7920
92860 GOODS-S 53.135260 -27.799560 0.7300 0.7764 1.3926 0.2655 1.1437 0.1562 1237.6702 1203.7383
92959 GOODS-S 53.135260 -27.799560 0.9000 0.7811 1.1027 0.5944 0.8906 0.3729 464.5563 316.1060
93025 GOODS-N 53.135260 -27.799560 1.0000 0.7645 1.7844 1.3543 1.3759 0.8572 431.7680 295.3292
93128 GOODS-S 53.135260 -27.799560 0.9400 0.9272 1.0511 0.2569 1.0674 0.1934 402.7790 385.2733
93154 GOODS-N 53.135260 -27.799560 0.6900 0.6788 1.8618 5.1906 1.5242 3.0546 212.4122 212.2350
93218 GOODS-S 53.135260 -27.799560 0.9400 0.9802 1.1784 1.2011 0.9409 0.7972 320.0613 311.3031
93370 GOODS-S 53.135260 -27.799560 0.6600 0.6490 1.2547 0.2838 1.8228 0.2824 310.7349 306.4703
93405 GOODS-N 53.135260 -27.799560 0.7300 0.6961 1.2647 0.5004 1.2509 0.3306 601.5916 552.0867
93602 GOODS-N 53.135260 -27.799560 0.9400 0.9400 1.3794 0.1406 1.4930 0.1109 412.1064 412.1064
93719 GOODS-N 53.135260 -27.799560 0.8100 0.8100 1.4031 1.5699 1.7718 1.3595 253.5369 253.5369
93811 GOODS-S 53.135260 -27.799560 0.9400 0.9019 1.1423 0.2711 1.1183 0.1948 738.2051 704.5123
93849 GOODS-S 53.135260 -27.799560 1.0500 0.7079 1.8221 2.5508 1.9121 2.1832 351.0536 299.7796
93984 GOODS-S 53.135260 -27.799560 1.0300 0.9394 1.0611 0.1688 1.1277 0.1276 1516.4563 704.2405
93988 GOODS-S 53.135260 -27.799560 0.8800 0.8076 1.1875 0.2249 1.2833 0.1773 606.7017 424.7387
94085 GOODS-N 53.135260 -27.799560 1.0300 1.1099 1.0940 0.1334 1.3331 0.1147 3727.4266 2386.6310
94117 GOODS-N 53.135260 -27.799560 1.1200 1.0515 0.9337 0.2634 1.1037 0.2388 667.0190 505.0106
94128 GOODS-S 53.135260 -27.799560 0.9700 0.9313 1.1081 0.1845 1.2794 0.1523 1058.0206 992.3109
94262 GOODS-N 53.135260 -27.799560 0.8700 0.8332 1.1716 0.1939 1.2990 0.1601 947.2807 715.9105
94356 GOODS-S 53.135260 -27.799560 1.1200 1.1059 1.3504 0.3069 1.2589 0.2303 337.8671 330.5787
94458 GOODS-N 53.135260 -27.799560 0.8600 1.0828 2.6141 2.8300 4.3031 3.7518 543.3547 352.4217
94632 GOODS-S 53.135260 -27.799560 0.8200 1.0459 1.2493 0.7760 2.1574 0.8514 904.8535 720.8073
94782 GOODS-N 53.135260 -27.799560 0.9400 0.7962 1.1489 1.7200 1.1049 1.1797 316.4382 299.2169
94858 GOODS-S 53.135260 -27.799560 0.9500 0.8992 0.7965 0.3911 0.9033 0.3153 479.2890 462.7943
95110 GOODS-S 53.135260 -27.799560 1.2200 1.2200 1.8698 0.5121 1.8136 0.3481 361.4330 361.4330
95330 GOODS-S 53.135260 -27.799560 0.7400 0.7400 1.5956 0.5424 1.2864 0.3182 373.2092 373.2092
95449 GOODS-N 53.135260 -27.799560 0.9400 0.9019 1.1156 0.2774 1.0903 0.2046 638.4865 593.6109
95469 GOODS-S 53.135260 -27.799560 0.9300 0.9300 1.2563 1.3709 1.0524 0.8897 170.6256 170.6256
95800 GOODS-S 53.135260 -27.799560 0.7400 0.5721 1.3853 0.3921 1.8033 0.4015 751.2169 209.1368
95898 GOODS-N 53.135260 -27.799560 0.7700 0.7240 1.3824 0.9022 1.2978 0.6560 245.2791 223.8943
96013 GOODS-S 53.135260 -27.799560 0.9500 0.9720 1.2042 1.0721 1.1920 0.7823 258.0882 240.6645
96481 GOODS-S 53.135260 -27.799560 0.6500 0.5764 1.1244 0.1588 1.8654 0.1934 1100.7963 392.9340
96778 GOODS-S 53.135260 -27.799560 0.7500 0.4340 nan nan inf inf 193.4579 167.8279
96907 GOODS-S 53.135260 -27.799560 0.9000 0.9328 1.7124 2.7558 1.2933 1.5603 199.8141 190.6185
96942 GOODS-S 53.135260 -27.799560 0.7500 0.6103 1.2972 0.5861 1.1400 0.3886 406.2452 226.3563
97568 GOODS-S 53.135260 -27.799560 1.0100 1.0160 1.0861 0.1300 1.2304 0.1046 2774.7774 2769.6549
97904 GOODS-N 53.135260 -27.799560 0.6500 0.5183 inf inf inf inf 2003.0453 542.9034
98048 GOODS-S 53.135260 -27.799560 1.2400 1.2105 1.6848 0.2343 1.6400 0.1689 864.7721 507.5065
98198 GOODS-S 53.135260 -27.799560 0.8300 0.8178 1.2750 0.6980 1.4714 0.6072 166.5313 163.0276
98209 GOODS-N 53.135260 -27.799560 0.7300 0.7886 1.4819 0.2116 1.3389 0.1310 1458.4686 1159.2069
98333 GOODS-S 53.135260 -27.799560 1.2400 1.1130 1.4147 0.2770 1.4479 0.2030 558.6956 548.2118
98384 GOODS-S 53.135260 -27.799560 1.1000 1.0722 1.1938 0.2961 1.5191 0.2770 293.8541 244.2208
98698 GOODS-S 53.135260 -27.799560 0.8500 0.8377 1.2060 0.1580 1.3717 0.1309 1155.5792 1145.2979
98997 GOODS-N 53.135260 -27.799560 0.9900 0.9900 1.1780 0.2218 1.4022 0.1909 648.9353 648.9353
99014 GOODS-S 53.135260 -27.799560 0.6800 0.6153 1.2052 0.1334 1.5074 0.1125 1651.1335 557.2949
99156 GOODS-S 53.135260 -27.799560 0.9500 0.9719 1.1242 0.1761 1.0704 0.1239 1955.1278 1948.0587
99381 GOODS-S 53.135260 -27.799560 0.9300 0.8207 0.9999 0.6611 0.9879 0.4823 185.8112 184.9269
99490 GOODS-S 53.135260 -27.799560 0.6900 0.6900 1.1456 0.5856 1.5023 0.4945 188.0761 188.0761
99598 GOODS-S 53.135260 -27.799560 0.9000 0.8750 1.2003 2.2467 1.6502 2.2679 180.2187 176.8040
99633 GOODS-N 53.135260 -27.799560 0.9800 0.9540 1.7003 0.4206 1.9022 0.3265 383.3032 288.2334
100119 GOODS-S 53.135260 -27.799560 0.6800 0.6889 1.1117 0.9555 1.2856 0.7705 103.4941 102.9284
100338 GOODS-S 53.135260 -27.799560 0.7800 1.0084 1.7206 3.3402 1.5709 1.9914 155.3113 152.8655
100486 GOODS-N 53.135260 -27.799560 0.8800 0.6883 1.6353 1.7388 1.4033 0.9641 288.1631 269.1624
100543 GOODS-S 53.135260 -27.799560 0.6900 0.6788 1.0678 0.2081 1.3129 0.1683 731.6893 718.9099
100572 GOODS-S 53.135260 -27.799560 0.7700 0.6592 1.4237 0.3170 1.2193 0.1829 593.7135 338.4159
100715 GOODS-N 53.135260 -27.799560 0.9200 0.8343 1.0883 0.2187 1.1476 0.1712 1194.5164 633.9624
101064 GOODS-S 53.135260 -27.799560 0.8000 0.7763 1.4851 1.7338 1.6248 1.4153 442.5445 432.3009
101185 GOODS-N 53.135260 -27.799560 0.7600 0.6194 1.9249 0.6748 1.5530 0.4015 1170.5583 562.8749
101405 GOODS-S 53.135260 -27.799560 0.7600 0.7031 1.5258 0.2704 1.3564 0.1650 555.6334 253.7298
101634 GOODS-S 53.135260 -27.799560 0.9400 0.9019 1.0605 0.2761 1.1043 0.2157 443.4197 381.2018
101780 GOODS-S 53.135260 -27.799560 0.7900 0.6780 1.0292 0.8469 1.3153 0.8997 227.4697 188.0204
102153 GOODS-S 53.135260 -27.799560 0.7400 0.7581 1.3026 0.1788 1.1454 0.1095 1193.1722 1144.8528
102205 GOODS-S 53.135260 -27.799560 0.9800 0.9161 1.0834 0.8903 1.2466 0.6648 223.5477 174.6323
102600 GOODS-N 53.135260 -27.799560 1.1800 1.3879 1.0799 0.2480 0.2308 0.0753 1104.0419 516.7921
102735 GOODS-S 53.135260 -27.799560 0.6600 0.6064 1.1787 0.2454 1.4718 0.2102 500.8019 270.3645
103094 GOODS-N 53.135260 -27.799560 0.9100 0.9100 1.1053 0.2064 1.1671 0.1595 497.5172 497.5172
103107 GOODS-S 53.135260 -27.799560 0.9300 0.9355 1.8091 3.3817 1.2143 2.1051 186.7626 184.5822
103421 GOODS-S 53.135260 -27.799560 0.8600 0.5849 1.2977 1.7802 1.2841 1.4045 264.4417 207.1127
103683 GOODS-S 53.135260 -27.799560 0.7200 0.6974 1.6858 0.9296 1.4955 0.6262 189.2908 179.8109
103918 GOODS-S 53.135260 -27.799560 0.9100 0.9100 1.2846 0.1472 1.4353 0.1178 344.7420 344.7420
104023 GOODS-N 53.135260 -27.799560 0.7400 0.3313 nan nan nan nan 374.3320 192.5299
104150 GOODS-S 53.135260 -27.799560 0.9500 0.9720 1.3448 0.5214 1.3834 0.3947 346.1105 337.5400
104306 GOODS-N 53.135260 -27.799560 1.1600 1.1177 1.1994 0.3970 1.2937 0.3425 399.6441 382.6734
104408 GOODS-S 53.135260 -27.799560 0.7300 1.3584 1.7276 0.6551 1.0433 0.3693 1339.9754 1032.2341
104498 GOODS-S 53.135260 -27.799560 0.9700 0.8581 0.8541 0.3651 1.1986 0.3547 408.9103 304.7526
104622 GOODS-S 53.135260 -27.799560 0.6700 0.6590 1.2830 1.0030 1.4517 0.7805 133.9912 132.5486
104801 GOODS-S 53.135260 -27.799560 0.7200 0.7829 1.1446 1.0148 1.3392 0.9276 157.1471 137.8641
104981 GOODS-S 53.135260 -27.799560 0.9600 0.7191 2.7338 7.2863 1.4970 2.4151 175.3976 163.0572
105016 GOODS-S 53.135260 -27.799560 0.7400 0.7462 1.3391 0.4000 1.2128 0.2485 317.2388 313.0951
105303 GOODS-N 53.135260 -27.799560 1.0900 1.2461 1.0595 0.1904 1.4492 0.1850 3869.5751 2420.3876
105461 GOODS-N 53.135260 -27.799560 0.6400 1.3969 1.3510 1.0653 1.2933 0.7009 344.9760 294.5619
105547 GOODS-S 53.135260 -27.799560 0.6100 0.5993 1.4144 0.1609 1.6820 0.1330 90.1448 86.2362
105709 GOODS-N 53.135260 -27.799560 1.0500 1.0626 1.2047 0.2728 1.1951 0.1861 517.2272 514.7889
105902 GOODS-N 53.135260 -27.799560 0.7400 1.3431 0.9778 0.1293 0.5406 0.0706 20411.5601 13355.6989
105980 GOODS-S 53.135260 -27.799560 0.6800 0.6579 1.3013 0.4095 1.6405 0.3330 176.2977 168.3107
106026 GOODS-S 53.135260 -27.799560 0.7500 0.3253 nan nan nan nan 332.3516 273.9158
106061 GOODS-S 53.135260 -27.799560 0.7300 0.6850 1.7678 1.5490 1.5048 0.8553 275.9989 272.2603
106067 GOODS-S 53.135260 -27.799560 0.7800 0.7451 1.4594 0.1415 1.3489 0.0916 917.2984 753.3832
106073 GOODS-S 53.135260 -27.799560 1.0500 0.9838 1.1933 0.2504 1.2670 0.1809 811.7522 650.4700
106752 GOODS-N 53.135260 -27.799560 0.6600 0.6490 1.3870 1.1762 1.6562 0.9472 239.5933 239.1650
106859 GOODS-S 53.135260 -27.799560 0.7300 0.6320 1.3389 0.2133 1.2199 0.1308 1128.5632 697.5312
106993 GOODS-S 53.135260 -27.799560 0.9100 0.7052 1.0885 0.6477 0.9822 0.4395 418.9408 233.1321
107036 GOODS-S 53.135260 -27.799560 0.6100 0.4546 nan nan inf inf 475.8509 457.4738
107055 GOODS-S 53.135260 -27.799560 0.8700 0.7752 0.8907 0.3580 0.9793 0.3107 998.4974 783.1223
107060 GOODS-S 53.135260 -27.799560 1.2200 1.1208 1.1298 0.2629 1.1256 0.1974 1108.1265 481.1497
107136 GOODS-S 53.135260 -27.799560 0.9400 0.9145 1.1948 0.1998 1.2819 0.1583 245.7992 228.8890
107152 GOODS-N 53.135260 -27.799560 0.9900 1.0329 1.1275 0.1647 1.2756 0.1318 2762.9900 2491.2633
107369 GOODS-S 53.135260 -27.799560 1.2600 1.2011 1.5833 0.4253 1.5686 0.3017 1002.4098 994.3350
107668 GOODS-S 53.135260 -27.799560 0.7300 0.7072 0.8885 2.9027 1.5102 2.9308 151.6934 150.9984
107778 GOODS-S 53.135260 -27.799560 0.9800 0.8795 1.3864 0.7956 1.3497 0.5665 439.4916 381.9524
107858 GOODS-S 53.135260 -27.799560 0.8100 1.1368 3.1854 11.4097 2.5687 3.9974 553.7692 435.7857
108010 GOODS-N 53.135260 -27.799560 0.7500 1.0069 2.0070 1.0418 1.0981 0.5217 513.7119 439.8622
108274 GOODS-S 53.135260 -27.799560 0.7900 0.7781 1.1613 0.3733 1.1626 0.2754 566.8963 561.3334
108279 GOODS-N 53.135260 -27.799560 0.8500 0.4996 inf inf inf inf 7892.8078 5851.4868
108448 GOODS-N 53.135260 -27.799560 1.1500 1.1356 1.1143 0.1401 1.3009 0.1216 2512.6049 2504.3103
108510 GOODS-S 53.135260 -27.799560 0.9300 0.9172 1.2753 0.1728 1.3698 0.1366 396.4341 372.2850
108620 GOODS-S 53.135260 -27.799560 0.9000 0.7701 1.1031 1.0226 1.0924 0.7178 211.4502 156.2981
108716 GOODS-S 53.135260 -27.799560 0.8400 0.8497 1.0448 0.9226 0.9617 0.7048 312.8293 310.7615
108721 GOODS-N 53.135260 -27.799560 0.8200 0.7960 1.4878 0.5891 1.6102 0.4540 434.8397 413.5879
108799 GOODS-N 53.135260 -27.799560 1.0100 1.2078 1.2692 0.2468 1.5160 0.2073 5974.1071 3076.7184
108892 GOODS-S 53.135260 -27.799560 0.9800 0.9800 1.2827 0.2384 1.4714 0.1944 331.9954 331.9954
108932 GOODS-N 53.135260 -27.799560 0.8700 0.8095 -18.8454 472.8138 10.1592 94.7388 437.0851 425.2956
109043 GOODS-S 53.135260 -27.799560 0.6900 0.6679 1.1614 0.7144 1.4372 0.5605 208.6939 207.1282
109107 GOODS-S 53.135260 -27.799560 1.1300 1.0611 1.1777 0.2530 1.3869 0.2291 444.0250 330.0198
109151 GOODS-S 53.135260 -27.799560 0.6700 0.6700 1.2640 0.1598 1.7783 0.1533 229.8781 229.8781
109167 GOODS-S 53.135260 -27.799560 0.8900 0.8774 1.1290 0.4960 1.3127 0.4068 241.1462 240.7924
109396 GOODS-S 53.135260 -27.799560 0.7400 0.6010 1.6878 1.2377 1.4399 0.7196 340.1101 256.2896
109438 GOODS-S 53.135260 -27.799560 0.6900 0.7296 0.9007 0.4473 1.3556 0.4488 199.7059 190.9022
109561 GOODS-N 53.135260 -27.799560 0.6500 0.6071 1.2082 0.9539 1.7645 1.0017 294.1422 232.6408
109596 GOODS-S 53.135260 -27.799560 0.7400 0.3590 nan nan nan nan 407.1402 301.9656
109794 GOODS-S 53.135260 -27.799560 0.6700 0.6480 1.2235 0.1568 1.5536 0.1344 1080.1287 947.4021
109801 GOODS-N 53.135260 -27.799560 0.8200 0.6954 1.2284 0.2488 1.5586 0.2291 985.8849 569.0573
109824 GOODS-S 53.135260 -27.799560 0.7500 0.6004 1.5408 0.4294 1.2978 0.2612 971.7359 474.9549
109885 GOODS-S 53.135260 -27.799560 0.7400 0.7285 1.6829 0.4166 1.6367 0.2871 167.8167 167.4111
109886 GOODS-S 53.135260 -27.799560 0.6400 0.5870 1.1942 0.1653 1.4318 0.1406 1016.3053 506.2241
109889 GOODS-S 53.135260 -27.799560 0.6800 0.6362 1.3520 0.9271 1.6136 0.7264 159.7447 146.7305
109900 GOODS-S 53.135260 -27.799560 0.7300 0.7525 1.3236 0.1541 1.1369 0.0920 2656.2450 2640.8528
109948 GOODS-S 53.135260 -27.799560 0.7800 0.7451 1.5148 0.9009 1.4774 0.6069 222.1109 201.5143
110031 GOODS-S 53.135260 -27.799560 0.7800 0.7114 1.4506 0.4568 1.4336 0.3298 429.0363 261.8641
110145 GOODS-N 53.135260 -27.799560 1.0200 1.1653 1.1820 0.2983 1.4944 0.2581 2185.1349 1234.9023
110187 GOODS-S 53.135260 -27.799560 0.7500 0.6508 1.3566 1.0707 1.2816 0.7324 218.2330 201.4842
110258 GOODS-S 53.135260 -27.799560 0.9000 0.8386 1.1452 0.3588 1.1710 0.2558 540.8970 482.7170
110397 GOODS-S 53.135260 -27.799560 0.9000 0.8750 1.2220 0.3565 1.2306 0.2639 197.3752 195.7943
110400 GOODS-S 53.135260 -27.799560 0.6700 0.3760 nan nan nan nan 2564.7384 2324.6666
110487 GOODS-S 53.135260 -27.799560 0.9700 0.9821 1.4711 0.3092 1.7477 0.2597 204.3674 192.8094
110493 GOODS-S 53.135260 -27.799560 0.7600 0.7484 1.5659 0.7008 1.3392 0.4090 197.2901 194.3500
110595 GOODS-N 53.135260 -27.799560 0.9200 0.8461 1.4677 1.5963 1.6072 1.1293 305.8891 290.7835
110688 GOODS-N 53.135260 -27.799560 0.8800 0.7847 1.2591 0.4016 1.3194 0.3065 610.2639 478.0691
110733 GOODS-S 53.135260 -27.799560 0.9500 0.7943 0.8572 0.5501 0.8966 0.4274 476.6286 407.8965
110870 GOODS-S 53.135260 -27.799560 0.6700 0.6480 1.0887 0.1165 1.3429 0.0960 3204.8481 3166.9780
110891 GOODS-S 53.135260 -27.799560 0.7500 0.7157 1.3615 0.7708 1.2206 0.4809 202.7924 193.0027
111122 GOODS-S 53.135260 -27.799560 0.9400 0.9272 1.1300 0.6213 0.8682 0.3603 362.9645 360.9424
111194 GOODS-S 53.135260 -27.799560 0.7300 0.8011 1.1766 0.5058 1.2193 0.3589 351.2215 278.6349
111351 GOODS-N 53.135260 -27.799560 0.8000 0.6362 1.5972 1.3979 1.5701 0.9038 317.1859 275.3753
111648 GOODS-N 53.135260 -27.799560 1.2100 1.1524 1.3800 0.3133 1.1772 0.2052 1008.1897 881.1347
111700 GOODS-S 53.135260 -27.799560 0.9700 0.9188 1.1748 0.3035 1.3340 0.2432 447.4210 371.0181
111842 GOODS-S 53.135260 -27.799560 1.3100 1.3925 0.0000 0.0902 0.0000 0.0449 1548.0094 1353.8508
112093 GOODS-S 53.135260 -27.799560 1.0400 0.9868 1.4889 0.2848 1.7323 0.2201 974.4039 824.8583
112100 GOODS-N 53.135260 -27.799560 0.6700 0.4647 nan nan inf inf 4258.0964 3087.6294
112133 GOODS-S 53.135260 -27.799560 0.7500 0.7756 1.3144 0.3112 1.1249 0.1926 502.5898 476.8016
112301 GOODS-N 53.135260 -27.799560 1.0500 1.0231 1.3308 1.0827 1.0401 0.6065 351.2717 346.0580
112324 GOODS-S 53.135260 -27.799560 1.2800 1.1783 1.1164 0.1842 1.0057 0.1304 2737.0045 1215.4189
112383 GOODS-N 53.135260 -27.799560 0.6200 0.5778 1.1758 0.3955 1.8405 0.4763 348.9787 272.2564
112682 GOODS-S 53.135260 -27.799560 0.5600 0.5600 1.0990 0.2097 2.4142 0.3998 417.0006 417.0006
112745 GOODS-S 53.135260 -27.799560 1.0300 0.9771 1.0861 0.5080 1.1777 0.3861 326.2367 211.2861
112764 GOODS-N 53.135260 -27.799560 1.2700 1.2955 1.0600 0.1342 0.4250 0.0541 7093.9471 6925.9952
112789 GOODS-S 53.135260 -27.799560 0.6600 0.6600 1.2844 0.1397 1.7281 0.1260 966.3819 966.3819
112827 GOODS-S 53.135260 -27.799560 0.9500 0.9588 1.2116 0.3526 1.1719 0.2579 426.9559 426.0588
112840 GOODS-S 53.135260 -27.799560 1.0400 0.8321 1.7779 0.8632 1.5370 0.4926 496.8708 452.8137
112943 GOODS-S 53.135260 -27.799560 0.7300 0.6117 1.3597 0.4819 1.1508 0.2945 442.6686 386.3038
112960 GOODS-S 53.135260 -27.799560 1.0200 1.3872 1.6843 3.9604 2.0632 3.0195 251.7450 240.7960
113361 GOODS-S 53.135260 -27.799560 0.6600 0.6887 1.1433 0.2297 1.4733 0.2011 400.5250 372.8150
113506 GOODS-N 53.135260 -27.799560 0.8400 0.8400 1.3280 1.6721 1.5700 1.5408 270.5325 270.5325
113555 GOODS-S 53.135260 -27.799560 0.7300 0.6423 1.4192 0.2555 1.3367 0.1685 969.8014 393.4035
113678 GOODS-S 53.135260 -27.799560 0.9800 0.9410 1.2112 0.2335 1.3260 0.1885 898.2868 861.6584
113746 GOODS-N 53.135260 -27.799560 0.7400 0.7170 1.4008 0.4506 1.3717 0.3110 257.4084 218.0375
113815 GOODS-S 53.135260 -27.799560 0.7100 0.5265 7.1623 37.4679 16.3532 84.4499 183.4040 171.4255
113842 GOODS-S 53.135260 -27.799560 0.7400 0.6731 2.9672 5.8494 1.9244 2.2053 216.0125 213.8774
113877 GOODS-S 53.135260 -27.799560 1.2300 0.9558 1.3904 0.3442 1.2590 0.2205 1724.9919 1299.5681
114024 GOODS-S 53.135260 -27.799560 0.7600 0.6708 1.0028 1.0599 1.1155 0.9231 161.4461 139.3233
114108 GOODS-S 53.135260 -27.799560 0.7300 0.7300 1.9131 0.3464 1.7717 0.2185 207.9722 207.9722
114275 GOODS-N 53.135260 -27.799560 0.9500 0.9586 1.1586 0.1883 1.1329 0.1385 793.2379 754.4371
114298 GOODS-S 53.135260 -27.799560 0.7400 0.4028 nan nan nan nan 318.3223 280.2706
114628 GOODS-N 53.135260 -27.799560 0.8200 0.8389 1.2474 0.1259 1.5451 0.1111 2134.2615 2039.1088
114644 GOODS-S 53.135260 -27.799560 0.7500 0.6303 1.6046 0.5030 1.5411 0.3407 608.9465 217.6718
