#   PearsID  Field  RA  DEC  zspec  zp_minchi2  zspz_minchi2  zg_minchi2  zp  zspz  zg  zp_zerr_low  zp_zerr_up  zspz_zerr_low  zspz_zerr_up  zg_zerr_low  zg_zerr_up  zp_min_chi2  zspz_min_chi2  zg_min_chi2  zp_bestalpha  zspz_bestalpha  zg_bestalpha  zp_model_idx  zspz_model_idx  zg_model_idx  zp_age  zp_tau  zp_av  zspz_age  zspz_tau  zspz_av  zg_age  zg_tau  zg_av  zp_template_ms  zp_ms  zp_sfr  zp_uv  zp_vj  zspz_template_ms  zspz_ms  zspz_sfr  zspz_uv  zspz_vj  zg_template_ms  zg_ms  zg_sfr  zg_uv  zg_vj  figs_id  figs_field  figs_ra  figs_dec  ur_col
98098  GOODS-N  189.1710525  62.289647  -99.  0.6  -99.  -99.  0.78  -99.  -99.  0.01  0.74  -99.  -99.  -99.  -99.  0.57  -99.  -99.  1.25e+08  -99.  -99.  27966  -99  -99  8.01  0.01  2.03  -99.  -99.  -99.  -99.  -99.  -99.  0.7244  90880000.  0.  0.0119  1.272  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1834  GN1  189.1710610  62.289631  0.830
97340  GOODS-N  189.2000955  62.287779  -99.  3.48  -99.  -99.  3.3  -99.  -99.  3.36  3.62  -99.  -99.  -99.  -99.  1.63  -99.  -99.  2.45e+10  -99.  -99.  2162  -99  -99  9.23  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4793  1.175e+10  0.  0.1545  1.3646  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1911  GN1  189.2001040  62.287778  0.986
103730  GOODS-N  189.3409193  62.300333  -99.  0.14  -99.  -99.  0.3  -99.  -99.  0.06  0.54  -99.  -99.  -99.  -99.  1.88  -99.  -99.  58800000.  -99.  -99.  2041  -99  -99  9.28  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5375  31610000.  0.  0.4231  1.5271  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4301  GN2  189.3409140  62.300333  1.317
100985  GOODS-N  189.3563047  62.297077  -99.  0.17  -99.  -99.  0.21  -99.  -99.  0.12  0.2  -99.  -99.  -99.  -99.  1.84  -99.  -99.  73600000.  -99.  -99.  4248  -99  -99  9.06  0.251  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.5885  43290000.  0.  0.5744  1.4564  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1066  GN2  189.3563420  62.297112  1.480
96084  GOODS-S  53.172954  -27.759034  0.136  0.12  -99.  -99.  0.12  -99.  -99.  0.12  0.12  -99.  -99.  -99.  -99.  471.97  -99.  -99.  1.96e+10  -99.  -99.  10671  -99  -99  9.76  63.1  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.0451  8.833e+08  0.  0.2752  1.5913  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  644  GS1  53.1729520  -27.759036  1.175
102177  GOODS-N  189.3607162  62.296521  -99.  2.  -99.  -99.  1.98  -99.  -99.  1.83  2.21  -99.  -99.  -99.  -99.  1.54  -99.  -99.  2.18e+09  -99.  -99.  777  -99  -99  7.74  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.6561  1.427e+09  0.  -0.4588  1.8993  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4465  GN2  189.3606960  62.296489  0.146
82966  GOODS-S  53.1490418  -27.785057  -99.  2.11  -99.  -99.  1.88  -99.  -99.  2.04  2.19  -99.  -99.  -99.  -99.  1.29  -99.  -99.  2.5e+09  -99.  -99.  293  -99  -99  8.11  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.6865  1.718e+09  0.  -0.1004  0.8098  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2044  GS1  53.1490520  -27.785056  0.622
116894  GOODS-N  189.3886543  62.319928  -99.  1.34  -99.  -99.  1.32  -99.  -99.  1.31  1.38  -99.  -99.  -99.  -99.  1.94  -99.  -99.  1.59e+11  -99.  -99.  22689  -99  -99  8.61  25.1  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.011  1.75e+09  0.  -0.0492  1.3265  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  586  GN2  189.3886660  62.319927  0.760
120498  GOODS-N  189.3974034  62.329535  -99.  1.15  -99.  -99.  1.15  -99.  -99.  1.15  1.15  -99.  -99.  -99.  -99.  238.24  -99.  -99.  7.22e+10  -99.  -99.  35368  -99  -99  9.11  0.01  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.5614  4.056e+10  0.  1.1932  2.1634  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  411  GN2  189.3974110  62.329534  2.299
120467  GOODS-N  189.378201  62.328803  -99.  2.04  -99.  -99.  2.05  -99.  -99.  2.02  2.07  -99.  -99.  -99.  -99.  5.31  -99.  -99.  7.88e+10  -99.  -99.  13965  -99  -99  9.06  0.158  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.5868  4.626e+10  0.  0.8631  1.6619  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  456  GN2  189.3781950  62.328828  1.843
86241  GOODS-S  53.1439366  -27.77973  -99.  1.66  -99.  -99.  1.43  -99.  -99.  1.54  1.81  -99.  -99.  -99.  -99.  0.25  -99.  -99.  8.95e+08  -99.  -99.  658  -99  -99  7.91  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7134  6.387e+08  0.  -0.2639  1.0793  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1636  GS1  53.1439400  -27.779724  0.450
85748  GOODS-S  53.1841643  -27.779736  -99.  0.48  -99.  -99.  0.52  -99.  -99.  0.45  0.57  -99.  -99.  -99.  -99.  0.74  -99.  -99.  6.72e+08  -99.  -99.  2287  -99  -99  9.28  1.58  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4076  2.74e+08  0.  0.0873  1.3426  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1624  GS1  53.1841690  -27.779739  0.907
80618  GOODS-S  53.162522  -27.789646  -99.  0.89  -99.  -99.  0.88  -99.  -99.  0.86  0.91  -99.  -99.  -99.  -99.  13.63  -99.  -99.  1.67e+09  -99.  -99.  435  -99  -99  9.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5354  8.954e+08  0.  0.3401  0.9801  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2371  GS1  53.1625410  -27.789653  1.225
87611  GOODS-S  53.1442709  -27.777147  -99.  1.1  -99.  -99.  0.94  -99.  -99.  1.05  1.23  -99.  -99.  -99.  -99.  2.45  -99.  -99.  5.42e+08  -99.  -99.  418  -99  -99  8.21  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.6685  3.624e+08  0.  -0.0855  0.5934  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1459  GS1  53.1442750  -27.777158  0.662
114926  GOODS-N  189.4111068  62.317423  -99.  2.55  -99.  -99.  1.44  -99.  -99.  0.01  3.04  -99.  -99.  -99.  -99.  1.72  -99.  -99.  2.26e+12  -99.  -99.  13038  -99  -99  7.02  63.1  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.0001  3.498e+08  0.  -0.6875  0.8412  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3479  GN2  189.4111110  62.317438  -0.023
108880  GOODS-N  189.3422736  62.307985  -99.  0.03  -99.  -99.  0.93  -99.  -99.  0.01  0.5  -99.  -99.  -99.  -99.  0.44  -99.  -99.  1730000.  -99.  -99.  196  -99  -99  9.28  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5177  897600.  0.  0.888  1.6284  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  830  GN2  189.3422880  62.307974  1.886
94106  GOODS-N  189.2114821  62.28142  -99.  1.37  -99.  -99.  1.02  -99.  -99.  1.29  1.5  -99.  -99.  -99.  -99.  0.47  -99.  -99.  2.77e+08  -99.  -99.  286  -99  -99  7.76  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7523  2.083e+08  0.  -0.2864  0.836  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2194  GN1  189.2115380  62.281415  0.417
96077  GOODS-N  189.3551392  62.286261  -99.  0.34  -99.  -99.  0.34  -99.  -99.  0.33  0.35  -99.  -99.  -99.  -99.  11.77  -99.  -99.  1.07e+09  -99.  -99.  2037  -99  -99  9.21  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5368  5.726e+08  0.  0.3033  1.4336  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1340  GN2  189.3551530  62.286255  1.165
78376  GOODS-S  53.1646118  -27.794328  -99.  1.49  -99.  -99.  1.4  -99.  -99.  1.39  1.59  -99.  -99.  -99.  -99.  1.48  -99.  -99.  4.92e+08  -99.  -99.  286  -99  -99  7.76  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7523  3.704e+08  0.  -0.2864  0.836  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2673  GS1  53.1646050  -27.794325  0.417
112006  GOODS-N  189.3484363  62.312831  -99.  0.64  -99.  -99.  1.79  -99.  -99.  0.43  2.48  -99.  -99.  -99.  -99.  1.28  -99.  -99.  5.03e+08  -99.  -99.  17037  -99  -99  8.91  1.58  1.1  -99.  -99.  -99.  -99.  -99.  -99.  0.2574  1.294e+08  0.  0.0793  1.3134  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3718  GN2  189.3484330  62.312839  0.901
97590  GOODS-N  189.3961026  62.288088  -99.  3.63  -99.  -99.  3.68  -99.  -99.  3.34  3.98  -99.  -99.  -99.  -99.  0.94  -99.  -99.  1.45e+10  -99.  -99.  422  -99  -99  8.41  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.635  9.189e+09  0.  -0.0011  0.6293  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4936  GN2  189.3960590  62.288088  0.743
117368  GOODS-N  189.3394523  62.321199  -99.  0.94  -99.  -99.  0.81  -99.  -99.  0.91  0.98  -99.  -99.  -99.  -99.  3.21  -99.  -99.  9.02e+08  -99.  -99.  8903  -99  -99  8.11  0.1  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.5395  4.864e+08  0.  -0.3723  1.1202  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  567  GN2  189.3394740  62.321205  0.364
112204  GOODS-N  189.3499308  62.313023  -99.  0.3  -99.  -99.  1.01  -99.  -99.  0.08  0.42  -99.  -99.  -99.  -99.  1.05  -99.  -99.  95500000.  -99.  -99.  2041  -99  -99  9.28  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5375  51320000.  0.  0.4231  1.5271  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  722  GN2  189.3499360  62.313014  1.317
121143  GOODS-N  189.3987411  62.330943  -99.  0.59  -99.  -99.  0.61  -99.  -99.  0.57  0.63  -99.  -99.  -99.  -99.  1.97  -99.  -99.  1.56e+10  -99.  -99.  32325  -99  -99  9.86  10.  2.21  -99.  -99.  -99.  -99.  -99.  -99.  0.2555  3.979e+09  0.  0.6999  1.9898  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  386  GN2  189.3987520  62.330948  1.725
109803  GOODS-N  189.3492661  62.309315  -99.  3.21  -99.  -99.  3.22  -99.  -99.  2.98  3.38  -99.  -99.  -99.  -99.  1.7  -99.  -99.  1.34e+10  -99.  -99.  13828  -99  -99  8.36  0.1  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.6279  8.429e+09  0.  -0.1055  1.1726  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  798  GN2  189.3492800  62.309313  0.668
81470  GOODS-S  53.197586  -27.786397  1.098  1.24  -99.  -99.  1.26  -99.  -99.  1.18  1.31  -99.  -99.  -99.  -99.  46.24  -99.  -99.  4.04e+10  -99.  -99.  806  -99  -99  9.16  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.4676  1.89e+10  0.  1.2047  2.6579  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2139  GS1  53.1975780  -27.786398  2.283
111096  GOODS-N  189.4020137  62.3115  -99.  0.98  -99.  -99.  1.04  -99.  -99.  0.94  1.03  -99.  -99.  -99.  -99.  0.88  -99.  -99.  8.24e+09  -99.  -99.  2790  -99  -99  9.54  10.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.1624  1.338e+09  0.  0.0649  1.4041  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  746  GN2  189.4020690  62.311488  0.891
91139  GOODS-S  53.1587433  -27.770526  1.  0.96  -99.  -99.  0.96  -99.  -99.  0.95  0.96  -99.  -99.  -99.  -99.  10.88  -99.  -99.  2.61e+10  -99.  -99.  9793  -99  -99  9.34  2.51  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.3364  8.766e+09  0.  0.2174  1.4619  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1018  GS1  53.1587450  -27.770527  1.088
92356  GOODS-S  53.1814282  -27.769966  -99.  0.5  -99.  -99.  1.98  -99.  -99.  0.41  0.73  -99.  -99.  -99.  -99.  0.93  -99.  -99.  9.24e+08  -99.  -99.  334  -99  -99  9.65  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.4455  4.114e+08  0.  0.9015  1.6159  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1000  GS1  53.1814320  -27.769972  1.910
89789  GOODS-S  53.1441472  -27.773557  1.9  2.19  -99.  -99.  1.75  -99.  -99.  2.15  2.22  -99.  -99.  -99.  -99.  6.75  -99.  -99.  3.43e+09  -99.  -99.  288  -99  -99  7.86  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7377  2.527e+09  0.  -0.2487  0.7745  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1227  GS1  53.1441770  -27.773551  0.449
101520  GOODS-N  189.4052299  62.295265  -99.  0.82  -99.  -99.  1.13  -99.  -99.  0.67  0.95  -99.  -99.  -99.  -99.  0.25  -99.  -99.  1.53e+08  -99.  -99.  28207  -99  -99  7.76  0.0251  2.03  -99.  -99.  -99.  -99.  -99.  -99.  0.7048  1.079e+08  0.  -0.1987  1.5101  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1116  GN2  189.4052880  62.295276  0.632
100157  GOODS-S  53.1835471  -27.756741  -99.  1.03  -99.  -99.  1.04  -99.  -99.  0.98  1.14  -99.  -99.  -99.  -99.  2.25  -99.  -99.  7.62e+09  -99.  -99.  2421  -99  -99  9.54  2.51  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4049  3.087e+09  0.  0.2306  1.5291  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  560  GS1  53.1835550  -27.756743  1.097
76775  GOODS-S  53.1721105  -27.796968  -99.  0.24  -99.  -99.  0.29  -99.  -99.  0.23  0.42  -99.  -99.  -99.  -99.  2.58  -99.  -99.  2.23e+08  -99.  -99.  2159  -99  -99  9.16  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4581  1.022e+08  0.  0.0765  1.2965  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2789  GS1  53.1721060  -27.796969  0.885
108909  GOODS-N  189.4247688  62.307377  -99.  2.27  -99.  -99.  1.64  -99.  -99.  2.06  2.5  -99.  -99.  -99.  -99.  0.73  -99.  -99.  1.26e+11  -99.  -99.  5734  -99  -99  9.34  63.1  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.02  2.518e+09  0.  0.0012  1.3075  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  843  GN2  189.4248000  62.307388  0.811
86109  GOODS-S  53.1722596  -27.779503  -99.  0.58  -99.  -99.  0.54  -99.  -99.  0.47  0.76  -99.  -99.  -99.  -99.  0.89  -99.  -99.  1.88e+09  -99.  -99.  7697  -99  -99  9.23  10.  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.0941  1.769e+08  0.  0.025  1.303  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1613  GS1  53.1722600  -27.779517  0.840
89790  GOODS-N  189.151472  62.273922  -99.  0.85  -99.  -99.  0.87  -99.  -99.  0.83  0.87  -99.  -99.  -99.  -99.  18.35  -99.  -99.  5.99e+10  -99.  -99.  34781  -99  -99  9.8  10.  2.39  -99.  -99.  -99.  -99.  -99.  -99.  0.2356  1.41e+10  0.  0.6871  1.9831  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2557  GN1  189.1514830  62.273917  1.710
79903  GOODS-S  53.1937438  -27.787855  -99.  0.44  -99.  -99.  0.45  -99.  -99.  0.4  0.62  -99.  -99.  -99.  -99.  0.11  -99.  -99.  4.24e+08  -99.  -99.  2160  -99  -99  9.21  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4731  2.004e+08  0.  0.1285  1.3413  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2258  GS1  53.1937350  -27.787860  0.952
94851  GOODS-N  189.2148947  62.28394  0.955  0.89  -99.  -99.  0.88  -99.  -99.  0.84  0.94  -99.  -99.  -99.  -99.  2.05  -99.  -99.  5.53e+09  -99.  -99.  2036  -99  -99  9.16  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5322  2.945e+09  0.  0.2299  1.3775  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2067  GN1  189.2149150  62.283939  1.071
95997  GOODS-S  53.15376  -27.763753  -99.  0.68  -99.  -99.  0.63  -99.  -99.  0.51  0.73  -99.  -99.  -99.  -99.  1.25  -99.  -99.  1.22e+09  -99.  -99.  2044  -99  -99  9.34  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5339  6.507e+08  0.  0.5453  1.6234  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  848  GS1  53.1537680  -27.763754  1.471
111445  GOODS-N  189.4040484  62.313494  -99.  0.39  -99.  -99.  0.32  -99.  -99.  0.35  0.43  -99.  -99.  -99.  -99.  0.63  -99.  -99.  5.31e+08  -99.  -99.  1908  -99  -99  8.91  0.398  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5482  2.909e+08  0.  0.0291  1.1536  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  713  GN2  189.4040720  62.313478  0.802
116470  GOODS-N  189.3481457  62.318917  -99.  0.03  -99.  -99.  0.34  -99.  -99.  0.01  0.14  -99.  -99.  -99.  -99.  7.64  -99.  -99.  29900.  -99.  -99.  18102  -99  -99  7.44  0.01  1.29  -99.  -99.  -99.  -99.  -99.  -99.  0.773  23110.  0.  -0.4022  1.5001  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  609  GN2  189.3481770  62.318909  0.393
116316  GOODS-N  189.4114294  62.321756  -99.  2.27  -99.  -99.  1.58  -99.  -99.  2.03  2.49  -99.  -99.  -99.  -99.  0.24  -99.  -99.  1.85e+09  -99.  -99.  5822  -99  -99  7.81  0.01  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.7559  1.4e+09  0.  -0.3109  1.1097  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3251  GN2  189.4113750  62.321706  0.437
95795  GOODS-N  189.1781684  62.286051  -99.  0.85  -99.  -99.  0.82  -99.  -99.  0.8  0.89  -99.  -99.  -99.  -99.  0.7  -99.  -99.  7.4e+09  -99.  -99.  24437  -99  -99  9.51  1.58  1.66  -99.  -99.  -99.  -99.  -99.  -99.  0.4674  3.458e+09  0.  0.6877  1.8849  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1982  GN1  189.1781690  62.286043  1.691
93114  GOODS-S  53.169934  -27.768343  -99.  3.35  -99.  -99.  3.31  -99.  -99.  3.24  3.43  -99.  -99.  -99.  -99.  2.19  -99.  -99.  1.27e+12  -99.  -99.  8001  -99  -99  7.14  39.8  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.0003  4.007e+08  0.  -0.782  0.8437  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  963  GS1  53.1699400  -27.768339  -0.122
92978  GOODS-N  189.1863522  62.279926  -99.  0.47  -99.  -99.  0.43  -99.  -99.  0.44  0.49  -99.  -99.  -99.  -99.  0.68  -99.  -99.  9.11e+08  -99.  -99.  1789  -99  -99  9.11  0.251  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.581  5.292e+08  0.  0.6565  1.5444  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2252  GN1  189.1863490  62.279927  1.584
95024  GOODS-N  189.3590094  62.285243  0.778  0.71  -99.  -99.  0.72  -99.  -99.  0.71  0.74  -99.  -99.  -99.  -99.  10.46  -99.  -99.  2.17e+10  -99.  -99.  7599  -99  -99  9.81  6.31  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.3213  6.962e+09  0.  0.3791  1.6823  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1372  GN2  189.3589960  62.285236  1.305
93841  GOODS-S  53.1638521  -27.767123  -99.  1.09  -99.  -99.  1.09  -99.  -99.  1.08  1.09  -99.  -99.  -99.  -99.  161.21  -99.  -99.  8.61e+09  -99.  -99.  435  -99  -99  9.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5354  4.61e+09  0.  0.3401  0.9801  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  944  GS1  53.1638540  -27.767136  1.225
102606  GOODS-N  189.3562597  62.298467  -99.  1.37  -99.  -99.  1.63  -99.  -99.  1.17  1.6  -99.  -99.  -99.  -99.  0.32  -99.  -99.  2.24e+09  -99.  -99.  2163  -99  -99  9.26  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.485  1.085e+09  0.  0.1832  1.3901  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1033  GN2  189.3562790  62.298411  1.023
77522  GOODS-S  53.1725238  -27.788092  0.64  0.66  -99.  -99.  0.65  -99.  -99.  0.66  0.66  -99.  -99.  -99.  -99.  27.03  -99.  -99.  1.84e+11  -99.  -99.  9438  -99  -99  9.7  0.631  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.477  8.758e+10  0.  1.329  2.1377  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2211  GS1  53.1725240  -27.788106  2.424
115636  GOODS-N  189.3312959  62.319284  -99.  1.  -99.  -99.  0.94  -99.  -99.  0.95  1.03  -99.  -99.  -99.  -99.  0.74  -99.  -99.  1.82e+09  -99.  -99.  1784  -99  -99  8.86  0.251  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5953  1.085e+09  0.  0.133  1.1669  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  688  GN2  189.3313550  62.319263  0.919
109592  GOODS-N  189.3562126  62.313886  -99.  0.83  -99.  -99.  0.82  -99.  -99.  0.81  0.84  -99.  -99.  -99.  -99.  215.46  -99.  -99.  4.49e+11  -99.  -99.  37119  -99  -99  9.81  6.31  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.3213  1.443e+11  0.  0.7758  2.0628  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  704  GN2  189.3562570  62.313893  1.823
102389  GOODS-N  189.3422982  62.297287  -99.  2.19  -99.  -99.  2.14  -99.  -99.  2.11  2.3  -99.  -99.  -99.  -99.  3.03  -99.  -99.  1.51e+10  -99.  -99.  21579  -99  -99  8.46  0.398  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.3601  5.448e+09  0.  -0.0694  1.3096  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1060  GN2  189.3422850  62.297315  0.735
96114  GOODS-N  189.3691325  62.286255  -99.  1.03  -99.  -99.  1.05  -99.  -99.  0.99  1.06  -99.  -99.  -99.  -99.  2.04  -99.  -99.  6.37e+09  -99.  -99.  4623  -99  -99  9.26  1.  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.485  3.092e+09  0.  0.2357  1.427  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1339  GN2  189.3691530  62.286253  1.096
79645  GOODS-S  53.172754  -27.791501  -99.  0.61  -99.  -99.  0.38  -99.  -99.  0.46  0.94  -99.  -99.  -99.  -99.  0.69  -99.  -99.  2.79e+09  -99.  -99.  347  -99  -99  9.89  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.4117  1.148e+09  0.  1.016  1.6877  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2494  GS1  53.1727440  -27.791502  2.052
97550  GOODS-N  189.3571771  62.288605  -99.  1.  -99.  -99.  1.03  -99.  -99.  0.94  1.04  -99.  -99.  -99.  -99.  0.78  -99.  -99.  1.34e+10  -99.  -99.  5257  -99  -99  9.72  10.  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.2125  2.844e+09  0.  0.215  1.5465  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1277  GN2  189.3571800  62.288610  1.092
105223  GOODS-N  189.3671089  62.301534  -99.  0.03  -99.  -99.  0.67  -99.  -99.  0.01  0.12  -99.  -99.  -99.  -99.  0.65  -99.  -99.  64900.  -99.  -99.  10859  -99  -99  7.65  0.0158  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.7477  48540.  0.  -0.4234  1.3102  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  969  GN2  189.3671350  62.301542  0.340
99025  GOODS-N  189.3923278  62.29298  -99.  0.49  -99.  -99.  0.47  -99.  -99.  0.46  0.51  -99.  -99.  -99.  -99.  1.43  -99.  -99.  3.55e+09  -99.  -99.  21963  -99  -99  9.21  1.58  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.3811  1.351e+09  0.  0.3648  1.5666  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1169  GN2  189.3923450  62.292986  1.273
83299  GOODS-S  53.1771439  -27.784081  -99.  0.18  -99.  -99.  0.37  -99.  -99.  0.13  0.45  -99.  -99.  -99.  -99.  2.51  -99.  -99.  4310000.  -99.  -99.  20557  -99  -99  7.34  0.01  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.7524  3246000.  0.  -0.3881  1.5699  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1964  GS1  53.1771590  -27.784088  0.426
