# The PEARS id is given here as only an integer.
# The user must figure out if it is part of northern or southern fields.
# pearsid field pearsra pearsdec urcol mstar threedid threedzphot
27304 GOODS-S 53.166069 -27.891976 1.37 9.05 4446 0.74
27562 GOODS-S 53.146168 -27.891951 1.14 9.31 4478 0.89
27299 GOODS-S 53.192546 -27.891420 1.69 9.96 4497 1.24
27652 GOODS-S 53.174002 -27.891508 0.77 8.81 4541 0.69
27862 GOODS-S 53.144912 -27.890934 0.76 8.94 4637 1.10
28280 GOODS-S 53.165015 -27.890498 0.92 8.96 4679 0.93
27974 GOODS-S 53.146612 -27.889677 2.43 10.32 4682 0.68
28000 GOODS-S 53.186295 -27.890121 1.09 9.01 4686 0.68
28310 GOODS-S 53.164997 -27.890183 1.02 8.91 4705 0.74
28588 GOODS-S 53.176896 -27.889314 1.77 9.60 4779 0.66
28703 GOODS-S 53.182717 -27.889816 0.78 9.10 4795 1.24
30010 GOODS-S 53.164521 -27.883791 2.34 10.99 4878 0.68
29417 GOODS-S 53.172953 -27.888729 0.89 8.06 4911 0.73
29252 GOODS-S 53.174922 -27.888526 0.45 8.44 4991 1.06
29515 GOODS-S 53.182039 -27.887975 0.83 8.29 5028 0.71
29241 GOODS-S 53.177362 -27.887114 0.85 9.38 5042 1.26
29733 GOODS-S 53.187366 -27.887985 1.62 8.64 5057 0.69
29626 GOODS-S 53.168528 -27.887806 0.40 8.32 5076 1.00
29801 GOODS-S 53.152097 -27.887691 1.17 8.27 5091 0.61
29551 GOODS-S 53.150249 -27.887895 0.76 8.90 5094 1.31
29630 GOODS-S 53.170713 -27.887528 0.70 8.47 5138 0.91
29564 GOODS-S 53.159047 -27.887584 0.81 8.33 5149 1.08
30032 GOODS-S 53.174445 -27.887512 0.92 7.85 5156 0.63
29922 GOODS-S 53.146450 -27.887230 1.05 9.28 5165 1.14
30286 GOODS-S 53.195926 -27.885478 1.47 9.36 5246 0.68
30676 GOODS-S 53.164456 -27.883471 2.23 10.87 5356 0.68
30763 GOODS-S 53.165467 -27.885331 0.97 9.21 5362 0.69
30887 GOODS-S 53.179241 -27.884619 0.73 9.14 5462 0.91
31009 GOODS-S 53.156652 -27.885211 0.57 8.77 5464 1.29
31772 GOODS-S 53.151813 -27.883911 1.00 8.64 5500 1.11
31086 GOODS-S 53.178130 -27.884897 0.87 9.05 5505 0.85
31356 GOODS-S 53.176323 -27.883910 1.40 10.11 5517 1.31
31227 GOODS-S 53.169976 -27.884804 0.71 8.55 5537 1.09
31492 GOODS-S 53.182029 -27.883979 0.86 9.27 5553 1.26
31570 GOODS-S 53.179467 -27.884622 0.15 7.55 5560 1.11
31548 GOODS-S 53.150256 -27.884272 0.63 8.10 5648 0.58
31736 GOODS-S 53.197023 -27.883870 0.96 8.54 5724 0.91
31325 GOODS-S 53.185805 -27.882850 1.32 9.36 5759 0.67
31861 GOODS-S 53.172679 -27.882669 1.22 9.55 5783 0.68
32847 GOODS-S 53.161467 -27.882067 0.76 7.91 5914 0.94
30492 GOODS-S 53.184351 -27.882793 0.79 8.36 5917 0.65
32905 GOODS-S 53.158369 -27.881665 0.78 9.09 5923 0.96
32566 GOODS-S 53.172807 -27.882224 0.44 7.91 5937 0.62
32674 GOODS-S 53.152949 -27.877295 1.47 9.81 5977 0.62
32224 GOODS-S 53.174383 -27.882214 1.05 9.16 6013 1.11
33074 GOODS-S 53.142705 -27.881445 0.65 8.16 6043 1.02
32173 GOODS-S 53.174370 -27.881627 1.00 9.46 6069 1.10
33247 GOODS-S 53.159682 -27.881162 0.88 7.89 6092 0.79
32879 GOODS-S 53.164936 -27.881432 1.00 8.50 6105 0.62
33422 GOODS-S 53.148203 -27.880818 0.96 8.23 6121 0.96
33725 GOODS-S 53.196791 -27.880149 0.59 8.60 6223 1.25
33094 GOODS-S 53.194615 -27.880621 1.08 9.32 6318 1.27
33407 GOODS-S 53.195032 -27.880102 0.76 9.04 6324 1.25
33294 GOODS-S 53.158667 -27.880188 0.89 9.60 6331 1.03
33013 GOODS-S 53.174321 -27.879635 0.70 9.27 6375 1.20
32885 GOODS-S 53.185907 -27.880391 1.08 9.24 6378 0.62
33498 GOODS-S 53.161762 -27.879840 0.73 8.33 6394 0.76
33949 GOODS-S 53.170333 -27.879079 0.65 8.60 6470 0.88
34245 GOODS-S 53.142814 -27.878909 0.63 8.67 6490 1.09
34375 GOODS-S 53.196645 -27.878569 0.60 8.84 6553 1.25
34050 GOODS-S 53.162415 -27.878943 0.70 8.85 6569 0.93
34243 GOODS-S 53.193241 -27.878513 0.82 8.47 6585 0.71
33734 GOODS-S 53.161077 -27.878505 1.85 9.67 6652 0.79
34620 GOODS-S 53.145331 -27.877486 1.12 8.32 6736 0.86
34880 GOODS-S 53.192116 -27.877407 1.04 8.32 6742 0.82
35116 GOODS-S 53.166849 -27.876682 0.55 8.46 6854 1.09
34128 GOODS-S 53.158957 -27.877881 1.17 9.36 6883 0.73
35134 GOODS-S 53.156450 -27.876430 0.96 9.14 6995 1.07
35692 GOODS-S 53.174152 -27.875744 0.89 8.69 7075 0.94
35657 GOODS-S 53.174857 -27.875661 0.66 9.10 7126 1.12
34457 GOODS-S 53.146597 -27.876704 1.00 9.34 7134 0.79
35783 GOODS-S 53.187129 -27.875198 0.81 7.78 7136 0.63
34803 GOODS-S 53.183195 -27.876363 0.90 9.14 7150 0.65
35989 GOODS-S 53.143862 -27.875152 0.77 8.35 7187 0.74
35983 GOODS-S 53.166135 -27.875221 0.94 7.99 7189 0.56
35993 GOODS-S 53.185313 -27.875067 1.05 8.73 7196 0.99
35255 GOODS-S 53.181767 -27.875732 1.11 9.21 7201 0.68
35929 GOODS-S 53.176831 -27.875074 0.96 8.54 7202 0.77
36026 GOODS-S 53.190176 -27.875021 0.98 9.07 7240 1.09
36213 GOODS-S 53.165160 -27.874669 0.87 8.09 7242 0.91
36001 GOODS-S 53.167022 -27.874898 0.79 8.99 7308 0.93
36172 GOODS-S 53.175920 -27.874641 0.33 8.21 7315 1.11
35589 GOODS-S 53.165224 -27.874531 1.14 8.94 7329 0.81
36385 GOODS-S 53.186854 -27.874279 0.97 8.14 7349 0.67
35579 GOODS-S 53.186398 -27.874972 0.96 9.42 7357 0.97
34789 GOODS-S 53.179188 -27.874564 0.65 8.73 7377 1.10
35788 GOODS-S 53.165665 -27.874514 0.59 8.75 7399 1.27
36277 GOODS-S 53.151643 -27.874054 0.84 7.36 7413 0.78
36084 GOODS-S 53.189778 -27.874490 1.99 10.02 7435 1.07
35475 GOODS-S 53.194943 -27.874946 0.86 9.74 7456 1.23
34821 GOODS-S 53.165209 -27.873947 0.78 9.70 7495 1.04
35762 GOODS-S 53.148631 -27.873978 1.37 8.92 7526 0.71
36291 GOODS-S 53.142894 -27.873808 0.62 8.92 7593 1.15
36110 GOODS-S 53.172427 -27.873753 1.05 9.02 7657 0.62
36143 GOODS-S 53.177795 -27.873662 0.93 9.22 7680 0.78
35878 GOODS-S 53.175082 -27.873892 0.91 9.36 7759 0.64
36121 GOODS-S 53.173438 -27.865976 2.36 11.21 8097 0.78
37959 GOODS-S 53.180626 -27.869990 0.84 8.45 8249 0.90
38654 GOODS-S 53.177388 -27.869517 0.95 8.22 8355 0.58
38744 GOODS-S 53.153716 -27.869422 0.91 8.31 8381 0.68
38053 GOODS-S 53.158034 -27.869940 0.96 8.68 8426 0.69
39130 GOODS-S 53.159450 -27.868902 0.93 7.88 8480 0.61
39177 GOODS-S 53.186664 -27.868767 0.96 7.81 8487 0.96
38417 GOODS-S 53.186973 -27.869061 1.03 9.00 8540 0.79
38571 GOODS-S 53.163977 -27.868946 1.01 9.30 8566 1.12
39109 GOODS-S 53.176494 -27.868392 0.61 7.67 8613 0.56
39619 GOODS-S 53.195514 -27.868077 1.27 8.29 8660 0.58
39266 GOODS-S 53.163155 -27.868475 1.76 9.59 8676 1.03
39235 GOODS-S 53.166850 -27.868423 1.01 8.47 8710 0.92
39752 GOODS-S 53.161437 -27.867764 0.58 8.28 8753 1.05
38350 GOODS-S 53.153101 -27.868566 1.11 9.58 8833 0.78
40048 GOODS-S 53.156028 -27.867282 1.15 8.31 8878 0.68
37429 GOODS-S 53.150887 -27.868331 2.30 10.79 8880 0.78
39116 GOODS-S 53.166565 -27.867970 1.01 9.08 8967 0.64
40063 GOODS-S 53.162984 -27.866973 0.88 8.50 8993 0.65
39959 GOODS-S 53.184650 -27.867238 1.05 9.28 9024 1.28
40117 GOODS-S 53.181796 -27.866849 0.71 8.49 9046 0.70
38854 GOODS-S 53.178108 -27.868082 0.98 9.00 9079 0.66
40564 GOODS-S 53.185775 -27.866267 0.89 8.06 9099 0.89
40286 GOODS-S 53.153956 -27.866584 1.02 8.41 9102 0.86
40163 GOODS-S 53.179131 -27.866557 0.73 8.79 9106 0.91
40243 GOODS-S 53.185952 -27.866310 0.71 8.52 9171 0.93
40565 GOODS-S 53.161339 -27.865967 0.77 7.90 9220 0.68
38769 GOODS-S 53.173326 -27.867350 1.49 9.85 9281 0.89
39835 GOODS-S 53.178034 -27.866458 1.55 10.16 9330 1.13
40295 GOODS-S 53.164027 -27.865856 1.31 9.12 9388 0.66
40899 GOODS-S 53.180016 -27.865386 0.81 8.79 9392 1.10
41078 GOODS-S 53.180791 -27.865151 0.68 8.77 9427 0.84
41075 GOODS-S 53.169286 -27.865057 0.89 8.48 9491 0.71
41277 GOODS-S 53.161834 -27.864908 0.97 8.11 9527 0.57
40488 GOODS-S 53.168321 -27.865487 1.00 9.12 9550 0.67
39503 GOODS-S 53.173913 -27.865049 1.36 10.22 9557 0.85
41338 GOODS-S 53.189600 -27.864510 0.93 8.31 9566 0.76
41327 GOODS-S 53.182710 -27.864034 0.64 8.10 9648 0.91
40875 GOODS-S 53.176471 -27.864730 0.87 8.77 9654 0.95
41807 GOODS-S 53.156554 -27.863775 1.43 8.15 9762 0.70
41822 GOODS-S 53.160001 -27.863673 0.90 8.88 9783 0.93
42022 GOODS-S 53.193867 -27.863361 0.94 8.19 9814 0.71
41615 GOODS-S 53.174343 -27.863802 0.81 8.25 9841 0.66
41299 GOODS-S 53.170437 -27.863792 0.91 8.95 9878 1.20
41810 GOODS-S 53.199557 -27.863219 0.27 8.82 9898 1.27
41677 GOODS-S 53.169738 -27.863603 0.92 8.42 9904 0.70
42425 GOODS-S 53.152899 -27.862688 1.05 7.95 9956 0.77
41994 GOODS-S 53.203872 -27.862369 1.04 7.90 10077 0.73
41478 GOODS-S 53.196579 -27.863206 1.77 10.57 10214 1.13
42277 GOODS-S 53.175667 -27.862315 2.04 10.02 10259 0.90
43202 GOODS-S 53.199688 -27.861159 0.96 8.16 10316 0.88
42395 GOODS-S 53.170504 -27.862103 0.92 9.13 10328 0.91
43326 GOODS-S 53.166881 -27.860991 1.10 7.94 10368 0.57
43170 GOODS-S 53.156200 -27.860788 0.81 8.57 10443 0.75
42665 GOODS-S 53.150866 -27.861161 0.95 9.54 10514 1.27
43079 GOODS-S 53.180650 -27.860823 0.77 9.29 10530 1.23
43566 GOODS-S 53.199119 -27.860333 0.77 7.91 10535 0.58
44064 GOODS-S 53.188938 -27.859570 0.90 7.95 10684 0.57
43909 GOODS-S 53.157373 -27.859633 1.02 8.58 10749 0.87
44580 GOODS-S 53.150131 -27.858674 1.18 7.86 10908 0.59
44204 GOODS-S 53.165862 -27.858858 1.36 9.51 10968 1.08
42894 GOODS-S 53.178791 -27.859692 2.41 10.35 10984 0.85
43803 GOODS-S 53.194335 -27.859132 1.10 9.11 11001 1.22
43698 GOODS-S 53.185314 -27.859001 1.50 9.07 11048 0.77
44843 GOODS-S 53.187919 -27.857914 0.56 8.16 11068 0.95
43478 GOODS-S 53.190104 -27.859178 0.96 9.50 11125 0.84
45022 GOODS-S 53.168647 -27.857696 1.27 8.24 11154 0.80
44047 GOODS-S 53.153420 -27.858637 0.86 9.49 11174 1.23
44627 GOODS-S 53.169840 -27.857665 0.82 8.35 11177 1.00
44738 GOODS-S 53.202349 -27.857935 1.43 8.64 11212 0.68
44893 GOODS-S 53.191308 -27.857491 0.58 8.59 11233 1.12
45223 GOODS-S 53.197327 -27.857232 0.69 8.15 11254 0.68
44769 GOODS-S 53.193673 -27.857784 1.03 9.32 11256 1.22
43997 GOODS-S 53.161866 -27.858128 1.96 9.84 11337 0.64
45675 GOODS-S 53.185327 -27.856484 0.26 8.28 11384 1.29
43758 GOODS-S 53.184452 -27.857426 2.10 10.74 11428 1.26
45502 GOODS-S 53.167266 -27.856362 0.89 8.83 11551 0.69
44581 GOODS-S 53.156937 -27.856940 1.31 9.44 11580 1.10
44163 GOODS-S 53.153382 -27.857359 1.38 9.14 11711 0.67
45314 GOODS-S 53.165789 -27.856155 0.80 8.95 11748 0.68
45410 GOODS-S 53.195148 -27.855885 0.96 9.76 11763 1.08
45997 GOODS-S 53.175330 -27.855633 0.95 8.45 11783 0.67
45919 GOODS-S 53.186093 -27.855339 1.03 9.28 11800 1.11
46498 GOODS-S 53.204769 -27.854654 0.64 8.50 11904 1.05
45727 GOODS-S 53.162985 -27.855185 2.40 10.24 11937 1.00
45462 GOODS-S 53.176780 -27.855401 1.02 8.01 11945 0.85
46284 GOODS-S 53.163786 -27.854760 0.70 8.82 12001 0.69
46444 GOODS-S 53.164059 -27.854277 1.85 10.11 12186 1.28
46520 GOODS-S 53.166706 -27.853942 1.42 10.00 12196 1.23
46988 GOODS-S 53.203968 -27.853485 1.19 8.19 12229 0.75
46037 GOODS-S 53.188363 -27.853537 1.26 9.87 12262 1.23
47448 GOODS-S 53.154986 -27.853057 1.14 8.20 12267 0.94
46562 GOODS-S 53.164226 -27.853497 0.75 8.98 12430 0.66
47883 GOODS-S 53.172601 -27.852207 0.88 8.49 12461 0.93
47324 GOODS-S 53.175354 -27.852604 0.87 9.39 12493 0.95
46479 GOODS-S 53.164699 -27.853335 0.77 9.46 12512 1.11
47990 GOODS-S 53.199044 -27.851707 0.72 7.89 12565 0.62
48182 GOODS-S 53.196651 -27.851826 2.07 10.27 12578 1.21
47469 GOODS-S 53.173538 -27.852422 0.98 9.20 12595 0.94
47996 GOODS-S 53.205542 -27.851770 0.70 8.46 12612 0.92
47997 GOODS-S 53.197723 -27.851550 0.83 8.82 12716 1.21
48126 GOODS-S 53.160952 -27.851559 0.86 8.01 12722 0.74
48447 GOODS-S 53.160213 -27.850985 1.07 8.57 12827 1.07
47029 GOODS-S 53.204932 -27.851305 0.69 8.88 12903 0.79
47225 GOODS-S 53.196543 -27.851664 1.95 10.79 12945 1.26
48347 GOODS-S 53.192234 -27.850317 1.06 8.50 13026 0.56
47488 GOODS-S 53.196079 -27.851605 1.50 9.72 13029 1.19
48934 GOODS-S 53.192571 -27.850074 0.84 8.02 13040 0.62
48107 GOODS-S 53.152833 -27.850778 1.26 8.98 13054 0.59
49165 GOODS-S 53.166100 -27.849779 0.85 8.88 13121 1.03
48857 GOODS-S 53.164536 -27.849697 0.96 8.83 13150 1.21
49434 GOODS-S 53.192824 -27.849380 0.99 8.21 13161 0.75
49366 GOODS-S 53.170548 -27.849234 0.72 8.40 13230 0.95
47447 GOODS-S 53.173976 -27.850213 2.18 10.16 13319 0.58
49796 GOODS-S 53.193335 -27.848547 2.13 10.02 13433 1.29
49012 GOODS-S 53.176127 -27.848946 0.92 8.89 13618 0.58
50298 GOODS-S 53.160391 -27.847705 0.66 8.82 13703 1.17
50348 GOODS-S 53.176162 -27.847330 1.51 8.71 13821 0.80
47740 GOODS-S 53.161886 -27.845847 1.92 10.68 13920 1.09
50261 GOODS-S 53.199420 -27.846937 1.05 9.25 13935 0.92
51293 GOODS-S 53.163761 -27.845823 0.93 8.43 14132 0.77
52034 GOODS-S 53.170168 -27.845048 0.75 8.07 14230 0.86
52096 GOODS-S 53.149924 -27.844993 0.71 8.03 14239 0.95
51522 GOODS-S 53.184301 -27.844309 0.89 8.86 14472 1.12
51533 GOODS-S 53.176071 -27.844391 0.91 8.69 14478 1.18
51073 GOODS-S 53.193464 -27.844793 1.31 9.54 14480 1.27
52398 GOODS-S 53.193844 -27.844273 0.44 8.93 14487 1.26
52445 GOODS-S 53.159104 -27.843837 0.94 8.65 14550 0.84
52961 GOODS-S 53.157635 -27.843553 0.94 8.05 14575 0.60
52529 GOODS-S 53.168653 -27.844022 0.86 8.48 14583 0.76
52259 GOODS-S 53.179682 -27.843878 0.87 9.20 14693 0.73
53700 GOODS-S 53.168996 -27.842681 1.02 8.13 14726 0.79
49771 GOODS-S 53.176801 -27.840357 1.59 10.66 14733 0.61
51356 GOODS-S 53.156680 -27.843269 1.10 9.52 14760 0.63
53632 GOODS-S 53.202657 -27.842615 1.14 8.55 14822 0.87
53458 GOODS-S 53.176428 -27.842522 1.45 9.70 14868 1.25
52204 GOODS-S 53.187297 -27.843166 1.08 8.95 14888 0.62
52774 GOODS-S 53.159822 -27.841340 1.20 9.52 14906 0.61
53691 GOODS-S 53.189324 -27.842142 1.17 8.01 14909 0.64
53743 GOODS-S 53.169466 -27.842317 1.15 8.85 14938 0.88
53588 GOODS-S 53.187953 -27.842376 2.25 9.89 14965 1.00
52481 GOODS-S 53.169227 -27.842715 1.82 9.91 14966 0.84
53811 GOODS-S 53.182688 -27.842045 0.84 8.65 14984 0.88
51976 GOODS-S 53.204560 -27.842450 0.68 8.94 14993 0.84
54056 GOODS-S 53.156934 -27.841899 0.77 8.33 15004 0.66
54150 GOODS-S 53.176671 -27.841897 0.69 8.00 15012 0.66
54227 GOODS-S 53.164535 -27.841780 1.86 8.72 15030 0.69
52593 GOODS-S 53.164419 -27.842170 2.39 10.48 15098 0.58
54232 GOODS-S 53.150926 -27.841479 0.75 7.84 15120 0.63
53650 GOODS-S 53.152482 -27.841956 0.89 8.98 15131 0.74
54666 GOODS-S 53.205402 -27.841288 1.29 8.88 15143 1.03
53462 GOODS-S 53.189629 -27.841937 1.11 9.02 15179 0.58
54742 GOODS-S 53.205154 -27.841041 0.92 8.47 15240 0.92
55026 GOODS-S 53.204996 -27.840683 0.42 8.67 15276 1.24
54005 GOODS-S 53.176511 -27.841263 0.72 8.50 15306 0.61
53248 GOODS-S 53.186876 -27.841159 0.92 9.60 15344 0.78
52945 GOODS-S 53.203373 -27.841532 0.93 8.92 15348 0.63
55059 GOODS-S 53.159603 -27.840411 1.49 8.44 15432 0.59
55759 GOODS-S 53.167692 -27.839783 0.87 8.38 15497 0.89
54809 GOODS-S 53.175602 -27.840240 0.87 8.56 15527 0.74
55736 GOODS-S 53.192453 -27.839536 0.74 8.12 15540 0.65
53868 GOODS-S 53.167360 -27.840457 1.61 9.64 15574 0.58
54631 GOODS-S 53.175469 -27.839524 1.18 9.58 15647 0.83
54553 GOODS-S 53.177902 -27.839194 1.19 9.72 15666 0.78
55951 GOODS-S 53.199366 -27.839042 0.84 8.53 15684 0.90
55145 GOODS-S 53.195826 -27.839363 1.18 9.46 15791 1.08
55074 GOODS-S 53.176754 -27.839371 0.64 8.74 15823 0.58
56362 GOODS-S 53.182927 -27.838209 0.93 8.58 15855 1.09
56391 GOODS-S 53.197156 -27.838248 1.22 8.73 15874 0.93
56575 GOODS-S 53.185786 -27.838296 0.98 8.78 15882 1.13
54922 GOODS-S 53.158032 -27.838407 0.99 9.70 15966 1.23
57258 GOODS-S 53.157088 -27.837435 0.84 8.01 16004 0.90
54977 GOODS-S 53.189606 -27.838391 1.00 10.07 16008 1.06
56602 GOODS-S 53.199494 -27.837785 0.59 8.67 16015 1.22
56442 GOODS-S 53.183925 -27.837949 0.70 8.64 16047 0.99
55434 GOODS-S 53.204335 -27.837635 2.14 10.77 16076 1.12
57308 GOODS-S 53.153969 -27.837212 0.47 8.60 16086 1.14
56565 GOODS-S 53.159475 -27.837115 0.89 9.03 16230 1.17
57524 GOODS-S 53.153868 -27.836583 0.91 8.51 16277 0.70
57446 GOODS-S 53.152157 -27.835112 1.02 10.09 16325 0.69
57014 GOODS-S 53.184564 -27.836041 1.98 10.37 16336 1.06
57146 GOODS-S 53.188573 -27.836453 1.06 9.22 16394 1.12
57378 GOODS-S 53.160632 -27.835916 1.09 9.46 16550 1.29
57685 GOODS-S 53.152486 -27.834321 1.30 9.63 16587 0.78
58176 GOODS-S 53.187296 -27.834821 0.83 9.50 16740 1.27
58743 GOODS-S 53.166577 -27.834554 1.02 8.53 16747 0.94
59160 GOODS-S 53.161282 -27.834202 0.96 8.11 16767 0.64
58951 GOODS-S 53.165165 -27.834195 0.99 7.68 16770 0.57
58615 GOODS-S 53.157928 -27.834274 0.67 8.63 16916 1.01
58985 GOODS-S 53.199896 -27.834068 0.78 8.68 16923 0.56
59905 GOODS-S 53.180219 -27.832947 0.26 8.23 17020 1.05
58181 GOODS-S 53.168022 -27.832514 2.02 10.09 17021 0.67
59595 GOODS-S 53.180276 -27.833108 0.65 8.19 17142 0.71
59873 GOODS-S 53.196796 -27.832362 0.91 8.73 17182 1.18
59792 GOODS-S 53.154217 -27.832725 0.73 8.38 17187 1.12
60279 GOODS-S 53.189517 -27.832114 0.62 8.71 17286 1.26
59586 GOODS-S 53.157403 -27.832064 1.42 9.57 17317 0.89
59571 GOODS-S 53.158526 -27.831862 1.09 9.28 17333 0.98
60438 GOODS-S 53.204899 -27.831788 1.22 8.86 17378 1.08
60341 GOODS-S 53.192121 -27.831525 2.10 10.32 17419 1.31
60709 GOODS-S 53.190922 -27.831035 1.12 9.64 17469 1.20
61078 GOODS-S 53.185850 -27.830346 1.18 8.72 17585 1.06
60555 GOODS-S 53.180184 -27.829520 0.97 9.20 17686 1.18
60722 GOODS-S 53.203640 -27.830049 1.10 8.46 17693 1.08
60999 GOODS-S 53.202886 -27.829515 1.40 10.23 17747 1.26
61413 GOODS-S 53.170473 -27.829830 0.87 8.51 17764 1.13
61235 GOODS-S 53.188120 -27.827765 2.13 10.77 17800 1.13
61980 GOODS-S 53.197134 -27.829035 1.32 8.55 17855 1.00
62188 GOODS-S 53.196684 -27.828642 0.80 7.74 17941 0.63
61598 GOODS-S 53.187807 -27.828279 1.28 9.18 17974 0.78
61447 GOODS-S 53.185231 -27.827841 1.87 10.37 18006 0.92
62122 GOODS-S 53.191648 -27.828335 0.90 8.64 18074 0.60
62528 GOODS-S 53.189880 -27.826710 1.83 10.18 18095 0.70
62191 GOODS-S 53.186082 -27.828282 1.44 9.68 18096 1.30
61172 GOODS-S 53.164745 -27.824545 2.19 10.61 18169 0.66
62841 GOODS-S 53.161870 -27.827580 1.86 8.44 18183 0.66
60296 GOODS-S 53.160272 -27.825516 1.57 9.49 18229 0.66
62700 GOODS-S 53.163864 -27.827523 1.03 8.32 18245 0.58
63360 GOODS-S 53.163240 -27.826713 1.03 8.46 18387 0.89
63098 GOODS-S 53.201755 -27.826650 1.65 9.42 18407 1.08
62788 GOODS-S 53.179058 -27.825762 1.01 8.72 18430 0.61
63339 GOODS-S 53.165905 -27.826119 1.85 9.01 18496 0.68
63612 GOODS-S 53.155407 -27.826106 0.79 8.08 18528 0.65
63861 GOODS-S 53.200076 -27.825486 1.29 9.30 18625 1.10
63902 GOODS-S 53.161746 -27.824573 2.16 10.25 18642 0.83
64376 GOODS-S 53.174198 -27.824970 0.88 7.93 18721 0.68
64997 GOODS-S 53.186137 -27.823398 2.19 10.43 18766 1.31
64278 GOODS-S 53.150178 -27.824539 0.70 8.09 18795 0.59
64503 GOODS-S 53.172828 -27.824660 0.96 8.27 18812 0.85
64393 GOODS-S 53.154091 -27.824409 0.73 8.33 18833 0.75
64963 GOODS-S 53.181583 -27.823917 0.62 8.83 18930 1.20
65246 GOODS-S 53.149462 -27.823593 0.54 7.48 18943 0.62
65179 GOODS-S 53.190984 -27.823561 0.83 8.05 18957 0.75
64797 GOODS-S 53.168097 -27.823211 1.29 8.95 18976 0.68
65335 GOODS-S 53.153245 -27.822980 0.50 7.87 19120 0.70
65620 GOODS-S 53.164979 -27.819329 2.18 11.07 19148 0.97
64769 GOODS-S 53.158377 -27.822814 0.86 7.95 19149 0.77
65539 GOODS-S 53.153455 -27.822689 0.92 8.35 19158 0.88
65471 GOODS-S 53.160529 -27.822692 0.92 8.84 19171 1.14
65572 GOODS-S 53.155882 -27.822220 0.77 8.72 19210 0.67
65609 GOODS-S 53.149683 -27.822278 0.75 8.49 19234 0.75
65708 GOODS-S 53.161077 -27.821909 0.85 8.68 19257 0.67
65825 GOODS-S 53.171733 -27.821792 0.95 9.27 19312 0.87
65700 GOODS-S 53.176745 -27.821711 0.83 7.57 19346 0.57
66149 GOODS-S 53.164037 -27.821637 1.05 8.08 19356 0.71
65746 GOODS-S 53.154377 -27.821485 0.46 8.96 19365 1.18
66106 GOODS-S 53.153769 -27.821519 0.59 8.44 19373 1.18
66190 GOODS-S 53.170470 -27.821614 0.85 7.92 19382 0.71
65981 GOODS-S 53.172631 -27.821429 1.12 9.19 19383 0.72
66256 GOODS-S 53.193205 -27.820214 2.29 10.32 19394 0.68
66468 GOODS-S 53.185717 -27.820979 0.67 8.58 19520 1.27
66620 GOODS-S 53.166077 -27.820553 1.09 8.39 19606 0.75
66708 GOODS-S 53.161708 -27.819261 1.51 9.46 19715 0.67
66853 GOODS-S 53.189057 -27.819816 0.87 9.01 19747 1.04
67200 GOODS-S 53.151467 -27.819365 0.82 8.69 19819 1.25
67053 GOODS-S 53.165856 -27.819049 1.99 9.53 19872 1.08
67558 GOODS-S 53.152592 -27.818424 0.86 8.65 19989 0.96
67929 GOODS-S 53.165470 -27.818310 0.91 7.94 19993 0.87
67601 GOODS-S 53.161893 -27.818411 0.74 8.80 19999 1.28
67801 GOODS-S 53.188768 -27.818167 0.76 9.01 20071 1.32
67542 GOODS-S 53.169908 -27.817855 1.16 8.80 20106 0.97
67654 GOODS-S 53.195573 -27.817674 0.83 8.89 20111 0.78
67996 GOODS-S 53.169262 -27.817652 0.86 8.32 20157 0.82
68115 GOODS-S 53.175627 -27.817535 1.04 8.56 20166 0.69
68104 GOODS-S 53.191211 -27.817277 0.92 9.40 20192 1.14
68033 GOODS-S 53.167772 -27.816705 1.11 9.60 20199 1.14
68241 GOODS-S 53.162548 -27.817160 1.11 8.03 20222 0.60
68414 GOODS-S 53.168181 -27.816965 1.27 9.10 20253 1.03
68854 GOODS-S 53.175787 -27.816565 0.81 8.57 20360 1.19
68918 GOODS-S 53.166252 -27.816388 0.79 8.72 20392 1.11
68841 GOODS-S 53.164449 -27.815337 1.87 10.31 20404 1.10
68739 GOODS-S 53.160716 -27.816306 0.98 8.24 20454 0.56
68675 GOODS-S 53.174511 -27.814960 0.93 9.41 20461 0.67
69044 GOODS-S 53.172314 -27.815994 1.00 8.47 20468 0.95
68944 GOODS-S 53.203627 -27.816027 0.90 8.01 20481 0.66
68982 GOODS-S 53.154285 -27.815934 1.05 9.11 20490 0.82
68852 GOODS-S 53.178879 -27.815966 0.75 8.21 20506 0.75
69170 GOODS-S 53.164364 -27.815688 0.84 8.75 20547 1.10
69168 GOODS-S 53.173437 -27.815726 0.75 8.53 20557 0.71
69341 GOODS-S 53.150110 -27.815226 0.53 8.68 20634 1.14
68827 GOODS-S 53.149886 -27.813999 0.76 10.21 20651 1.31
69260 GOODS-S 53.175120 -27.815061 1.36 8.59 20703 0.68
69713 GOODS-S 53.151936 -27.814657 1.46 8.64 20734 0.69
69686 GOODS-S 53.153969 -27.814670 0.48 7.84 20744 0.90
69234 GOODS-S 53.195139 -27.813961 0.74 8.89 20873 0.99
90791 GOODS-S 53.114947 -27.767561 2.18 10.89 30922 0.66
91095 GOODS-S 53.136311 -27.763179 2.05 11.09 30997 1.00
92755 GOODS-S 53.098378 -27.766944 2.43 10.75 31240 1.24
93128 GOODS-S 53.108275 -27.767814 0.95 9.37 31315 0.94
93102 GOODS-S 53.100469 -27.767594 1.04 9.68 31396 1.23
93370 GOODS-S 53.113891 -27.767554 2.21 10.14 31406 0.66
