# PearsID field ra dec U_flux f435w_flux f606w_flux f775w_flux f850lp_flux f125w_flux f140w_flux f160w_flux irac1_flux irac2_flux irac3_flux irac4_flux U_flux_err f435w_flux_err f606w_flux_err f775w_flux_err f850lp_flux_err f125w_flux_err f140w_flux_err f160w_flux_err irac1_flux_err irac2_flux_err irac3_flux_err irac4_flux_err
16683 GOODS-S 53.152703 -27.915943 1.319e-19 1.106e-19 1.089e-19 1.306e-19 1.081e-19 6.729e-20 6.919e-20 4.845e-20 6.098e-21 2.816e-21 6.594e-22 1.644e-21 1.275e-20 1.458e-20 7.301e-21 6.869e-21 6.799e-21 6.540e-21 7.359e-21 4.382e-21 1.664e-21 1.014e-21 2.797e-21 1.384e-21
54337 GOODS-S 53.152721 -27.841781 7.847e-19 5.155e-19 2.978e-19 1.925e-19 1.509e-19 1.103e-19 1.018e-19 9.190e-20 1.993e-20 9.975e-21 1.529e-21 5.108e-21 1.178e-20 1.621e-20 7.034e-21 6.860e-21 6.718e-21 4.746e-21 7.836e-21 2.901e-21 1.862e-21 1.297e-21 1.182e-20 7.257e-21
100727 GOODS-S 53.152723 -27.756031 2.645e-19 2.003e-19 8.916e-20 5.967e-20 3.358e-20 4.132e-20 4.850e-20 3.385e-20 4.003e-21 2.613e-21 6.565e-22 -9.900e+01 9.719e-21 1.510e-20 6.395e-21 6.198e-21 6.064e-21 4.812e-21 7.701e-21 2.523e-21 8.744e-22 6.237e-22 6.772e-21 5.117e-21
119425 GOODS-S 53.152733 -27.716251 2.631e-21 2.331e-20 7.723e-20 2.054e-19 3.672e-19 9.637e-19 9.869e-19 9.972e-19 5.271e-19 3.393e-19 1.615e-19 4.849e-20 1.183e-20 1.466e-20 6.921e-21 6.754e-21 6.647e-21 5.046e-21 6.899e-21 4.177e-21 3.556e-21 1.654e-21 3.076e-21 1.460e-21
25501 GOODS-S 53.152746 -27.895312 6.288e-19 7.138e-19 4.510e-19 3.527e-19 2.908e-19 2.968e-19 2.775e-19 2.569e-19 6.798e-20 4.469e-20 2.673e-20 4.680e-21 1.318e-20 2.033e-20 9.392e-21 8.938e-21 8.885e-21 1.078e-20 9.779e-21 8.148e-21 1.689e-21 9.999e-22 2.974e-21 1.542e-21
83789 GOODS-S 53.152780 -27.782707 6.285e-19 5.104e-19 3.166e-19 2.661e-19 2.912e-19 1.386e-19 8.988e-20 8.649e-20 1.315e-20 5.024e-21 -9.900e+01 -9.900e+01 1.194e-20 1.551e-20 7.354e-21 7.480e-21 7.066e-21 4.210e-21 6.208e-21 3.329e-21 1.120e-21 6.346e-22 3.817e-21 1.969e-21
57472 GOODS-S 53.152781 -27.836504 1.028e-19 4.018e-20 4.861e-20 6.294e-20 3.667e-20 2.671e-20 2.797e-20 2.086e-20 2.213e-21 1.489e-21 -9.900e+01 -9.900e+01 1.512e-20 1.419e-20 6.249e-21 6.148e-21 6.052e-21 4.226e-21 6.979e-21 2.551e-21 1.173e-21 9.581e-22 3.958e-21 2.604e-21
103146 GOODS-S 53.152786 -27.750513 2.697e-20 7.666e-20 1.740e-19 3.885e-19 6.110e-19 6.600e-19 6.059e-19 5.839e-19 1.930e-19 8.860e-20 4.204e-20 1.266e-21 9.972e-21 1.350e-20 6.317e-21 6.184e-21 6.079e-21 4.541e-21 6.610e-21 3.563e-21 2.114e-21 1.040e-21 1.666e-20 1.166e-20
87843 GOODS-S 53.152786 -27.775293 8.734e-19 4.799e-19 7.964e-19 1.355e-18 1.676e-18 1.718e-18 1.598e-18 1.436e-18 5.404e-19 2.576e-19 1.164e-19 5.935e-20 1.774e-20 3.191e-20 1.440e-20 1.453e-20 1.384e-20 8.228e-21 1.213e-20 9.340e-21 2.294e-21 1.437e-21 4.969e-21 2.652e-21
97910 GOODS-S 53.152786 -27.760827 3.056e-19 2.763e-19 1.542e-19 1.254e-19 1.327e-19 9.075e-20 7.062e-20 6.355e-20 1.554e-20 5.980e-21 -9.900e+01 -9.900e+01 1.123e-20 1.842e-20 8.461e-21 8.314e-21 8.170e-21 5.734e-21 8.846e-21 3.297e-21 1.246e-21 9.444e-22 5.693e-21 3.581e-21
34492 GOODS-S 53.152810 -27.877870 6.001e-20 1.347e-19 4.530e-19 1.305e-18 1.731e-18 1.528e-18 1.206e-18 9.844e-19 9.324e-20 4.233e-20 8.700e-21 4.505e-21 1.004e-20 1.235e-20 5.858e-21 5.377e-21 5.270e-21 5.002e-21 6.420e-21 3.305e-21 1.639e-21 9.757e-22 2.683e-21 1.504e-21
48107 GOODS-S 53.152833 -27.850778 5.722e-19 4.596e-19 5.198e-19 6.022e-19 5.296e-19 3.722e-19 3.354e-19 2.830e-19 4.120e-20 1.834e-20 9.631e-21 -9.900e+01 1.124e-20 2.169e-20 9.338e-21 9.000e-21 8.707e-21 5.909e-21 1.024e-20 3.952e-21 1.761e-21 1.109e-21 2.887e-21 1.466e-20
41790 GOODS-S 53.152837 -27.863164 -9.900e+01 8.597e-20 1.491e-19 8.919e-20 6.871e-20 3.549e-20 1.953e-20 2.204e-20 9.383e-22 1.504e-21 -9.900e+01 6.784e-21 9.096e-21 1.624e-20 7.317e-21 6.995e-21 6.966e-21 6.461e-21 8.297e-21 3.332e-21 1.961e-21 1.410e-21 2.923e-21 1.562e-21
85586 GOODS-S 53.152864 -27.780096 4.480e-19 3.990e-19 2.361e-19 1.451e-19 1.076e-19 1.218e-19 1.041e-19 9.849e-20 1.936e-20 1.094e-20 3.760e-21 -9.900e+01 1.144e-20 1.843e-20 8.495e-21 8.629e-21 7.992e-21 4.812e-21 7.095e-21 3.895e-21 1.168e-21 7.328e-22 3.763e-21 2.035e-21
103805 GOODS-S 53.152875 -27.749240 2.716e-19 7.079e-19 6.553e-19 4.547e-19 3.193e-19 1.792e-19 1.629e-19 1.596e-19 2.652e-20 1.491e-20 1.935e-20 -9.900e+01 1.186e-20 1.796e-20 8.500e-21 8.246e-21 8.129e-21 6.083e-21 8.793e-21 4.627e-21 2.349e-21 1.140e-21 1.451e-20 1.154e-20
90649 GOODS-S 53.152882 -27.772499 8.217e-19 6.395e-19 3.608e-19 2.147e-19 1.595e-19 1.288e-19 1.360e-19 1.291e-19 1.945e-20 1.105e-20 6.004e-21 -9.900e+01 9.422e-21 1.294e-20 5.889e-21 5.955e-21 5.567e-21 3.347e-21 4.934e-21 2.209e-21 2.393e-21 1.361e-21 4.264e-21 2.262e-21
7235 GOODS-S 53.152887 -27.935348 6.713e-19 6.052e-19 6.139e-19 5.014e-19 4.023e-19 -9.900e+01 1.872e-19 -9.900e+01 2.073e-20 8.642e-21 -9.900e+01 -9.900e+01 1.467e-20 1.606e-20 7.955e-21 7.240e-21 7.044e-21 -9.900e+01 8.183e-21 -9.900e+01 2.565e-21 1.599e-21 4.597e-21 2.034e-21
33863 GOODS-S 53.152892 -27.879777 4.134e-19 3.485e-19 2.181e-19 1.183e-19 8.421e-20 4.202e-20 3.576e-20 3.463e-20 1.222e-20 5.767e-21 0.000e+00 -9.900e+01 1.080e-20 1.207e-20 5.458e-21 5.258e-21 5.037e-21 5.325e-21 5.488e-21 2.530e-21 2.680e-21 1.599e-21 4.683e-21 2.549e-21
42425 GOODS-S 53.152899 -27.862688 9.709e-20 9.181e-20 9.031e-20 1.034e-19 6.797e-20 4.546e-20 3.275e-20 2.907e-20 1.452e-21 5.129e-22 -9.900e+01 -9.900e+01 8.460e-21 1.432e-20 6.613e-21 6.271e-21 6.240e-21 5.959e-21 6.767e-21 2.319e-21 1.128e-21 8.068e-22 1.675e-21 9.029e-22
73555 GOODS-S 53.152912 -27.805749 3.841e-19 3.006e-19 1.587e-19 1.099e-19 8.154e-20 6.787e-20 4.733e-20 4.776e-20 9.157e-21 6.105e-21 -9.900e+01 -9.900e+01 1.110e-20 1.583e-20 7.188e-21 7.436e-21 6.950e-21 4.817e-21 7.820e-21 2.582e-21 1.271e-21 8.132e-22 4.168e-21 1.914e-21
32674 GOODS-S 53.152949 -27.877295 2.476e-18 1.818e-18 2.407e-18 3.135e-18 3.085e-18 2.610e-18 2.448e-18 2.322e-18 4.842e-19 2.138e-19 1.415e-19 5.069e-20 1.543e-20 3.177e-20 1.424e-20 1.366e-20 1.334e-20 1.300e-20 1.676e-20 9.321e-21 1.765e-21 1.063e-21 2.857e-21 1.622e-21
108795 GOODS-S 53.152981 -27.735115 7.531e-19 1.061e-18 1.586e-18 2.529e-18 2.693e-18 2.679e-18 2.552e-18 2.403e-18 6.600e-19 3.407e-19 2.079e-19 1.010e-19 1.701e-20 2.476e-20 1.069e-20 1.031e-20 1.023e-20 9.854e-21 1.140e-20 1.364e-20 2.534e-21 1.314e-21 3.200e-21 1.591e-21
56875 GOODS-S 53.152998 -27.837695 5.153e-19 3.483e-19 3.169e-19 2.980e-19 2.237e-19 1.396e-19 1.206e-19 1.027e-19 1.285e-20 6.786e-21 6.819e-21 -9.900e+01 1.371e-20 1.546e-20 6.798e-21 6.726e-21 6.595e-21 4.712e-21 7.678e-21 3.320e-21 1.746e-21 1.361e-21 6.246e-21 4.309e-21
35505 GOODS-S 53.153032 -27.876069 2.372e-19 1.838e-19 1.407e-19 1.472e-19 1.323e-19 8.596e-20 6.006e-20 6.198e-20 1.484e-20 5.799e-21 -9.900e+01 -9.900e+01 1.212e-20 2.008e-20 8.958e-21 8.566e-21 8.403e-21 7.468e-21 1.010e-20 5.246e-21 1.975e-21 1.261e-21 3.197e-21 1.778e-21
47698 GOODS-S 53.153086 -27.852686 1.125e-19 1.742e-19 1.341e-19 8.763e-20 5.862e-20 3.274e-20 4.237e-20 3.714e-20 5.931e-21 3.708e-21 1.244e-20 -9.900e+01 9.833e-21 1.291e-20 5.606e-21 5.335e-21 5.189e-21 3.638e-21 6.206e-21 1.748e-21 2.377e-21 1.536e-21 1.622e-20 1.543e-20
38350 GOODS-S 53.153101 -27.868566 2.519e-18 1.993e-18 1.705e-18 1.976e-18 1.798e-18 1.347e-18 1.119e-18 9.908e-19 2.418e-19 1.059e-19 6.170e-20 2.527e-20 1.225e-20 2.550e-20 1.039e-20 9.777e-21 9.445e-21 8.307e-21 1.039e-20 6.073e-21 1.947e-21 1.539e-21 2.757e-21 1.250e-21
70651 GOODS-S 53.153120 -27.812086 2.168e-18 1.874e-18 1.396e-18 8.679e-19 6.014e-19 3.172e-19 2.658e-19 2.048e-19 1.663e-20 7.551e-21 2.571e-21 -9.900e+01 1.049e-20 1.832e-20 8.300e-21 8.553e-21 7.970e-21 5.482e-21 8.745e-21 3.508e-21 1.269e-21 9.789e-22 4.155e-21 1.951e-21
103771 GOODS-S 53.153166 -27.749420 8.704e-20 2.222e-19 1.964e-19 1.153e-19 9.111e-20 4.672e-20 3.257e-20 4.052e-20 9.290e-21 4.189e-21 -9.900e+01 -9.900e+01 1.357e-20 1.941e-20 9.167e-21 8.941e-21 8.846e-21 6.636e-21 9.566e-21 3.803e-21 2.821e-21 1.374e-21 1.709e-20 1.616e-21
107926 GOODS-S 53.153221 -27.741539 5.886e-21 3.965e-21 1.207e-19 1.728e-19 1.729e-19 1.355e-19 1.165e-19 8.945e-20 6.221e-21 2.152e-21 0.000e+00 -9.900e+01 1.004e-20 1.162e-20 5.350e-21 5.241e-21 5.148e-21 4.481e-21 5.691e-21 2.117e-21 1.738e-21 7.897e-22 2.222e-21 1.150e-21
102933 GOODS-S 53.153230 -27.751599 1.906e-19 1.629e-19 1.220e-19 1.167e-19 8.881e-20 5.307e-20 5.047e-20 4.022e-20 4.986e-21 3.617e-22 7.695e-21 -9.900e+01 1.049e-20 2.046e-20 1.062e-20 1.040e-20 9.961e-21 6.908e-21 1.026e-20 3.210e-21 2.269e-21 1.118e-21 2.104e-20 1.146e-20
65335 GOODS-S 53.153245 -27.822980 4.829e-19 3.599e-19 2.070e-19 1.897e-19 1.269e-19 6.863e-20 5.367e-20 4.526e-20 5.219e-21 3.657e-21 2.734e-21 1.024e-22 9.443e-21 1.481e-20 6.509e-21 6.484e-21 6.281e-21 4.769e-21 7.195e-21 2.585e-21 1.198e-21 1.118e-21 3.876e-21 2.256e-21
58082 GOODS-S 53.153250 -27.835864 6.062e-21 9.119e-20 1.520e-19 1.243e-19 8.197e-20 3.697e-20 2.420e-20 2.617e-20 7.665e-21 3.774e-21 4.269e-21 -9.900e+01 1.291e-20 1.381e-20 6.121e-21 5.992e-21 5.946e-21 4.198e-21 6.796e-21 1.918e-21 1.415e-21 1.142e-21 4.767e-21 2.981e-21
80662 GOODS-S 53.153269 -27.789669 9.705e-22 4.846e-20 9.174e-20 1.469e-19 1.653e-19 1.398e-19 1.192e-19 1.110e-19 2.055e-20 8.396e-21 2.180e-21 -9.900e+01 1.315e-20 1.847e-20 7.941e-21 7.696e-21 7.530e-21 5.015e-21 7.394e-21 6.672e-21 1.873e-21 1.188e-21 4.116e-21 1.896e-21
16183 GOODS-S 53.153333 -27.917250 4.109e-19 3.266e-19 1.597e-19 1.373e-19 1.118e-19 7.159e-20 5.555e-20 5.135e-20 6.928e-21 3.085e-21 -9.900e+01 -9.900e+01 1.239e-20 1.302e-20 6.552e-21 6.071e-21 5.967e-21 5.876e-21 6.583e-21 3.180e-21 1.421e-21 8.644e-22 2.199e-21 1.127e-21
70128 GOODS-S 53.153347 -27.813447 1.550e-19 1.192e-19 9.484e-20 1.052e-19 8.448e-20 4.802e-20 3.152e-20 3.478e-20 3.885e-21 1.070e-21 3.310e-21 -9.900e+01 8.874e-21 1.304e-20 5.893e-21 5.908e-21 5.470e-21 3.910e-21 6.098e-21 1.852e-21 1.212e-21 9.618e-22 4.202e-21 2.004e-21
17024 GOODS-S 53.153370 -27.913962 3.355e-18 1.903e-18 1.748e-18 1.876e-18 1.594e-18 1.124e-18 9.596e-19 8.605e-19 1.474e-19 6.536e-20 3.798e-20 1.422e-20 1.851e-20 3.907e-20 1.764e-20 1.671e-20 1.651e-20 1.724e-20 1.870e-20 1.183e-20 1.732e-21 9.571e-22 3.211e-21 1.585e-21
44163 GOODS-S 53.153382 -27.857359 6.396e-19 4.944e-19 5.506e-19 7.047e-19 6.449e-19 5.490e-19 5.231e-19 4.661e-19 1.070e-19 5.401e-20 3.638e-20 1.263e-20 1.462e-20 2.781e-20 1.269e-20 1.228e-20 1.217e-20 9.105e-21 1.412e-20 6.127e-21 2.624e-21 1.748e-21 3.041e-21 1.916e-20
109301 GOODS-S 53.153392 -27.737236 1.063e-18 9.141e-19 8.014e-19 7.249e-19 5.442e-19 3.305e-19 2.844e-19 2.330e-19 3.342e-20 1.410e-20 4.103e-21 1.988e-21 1.717e-20 2.501e-20 1.136e-20 1.098e-20 1.075e-20 1.144e-20 1.191e-20 7.273e-21 2.936e-21 1.370e-21 3.250e-21 1.671e-21
17320 GOODS-S 53.153412 -27.914598 3.302e-19 3.739e-19 3.370e-19 2.287e-19 1.903e-19 1.554e-19 1.532e-19 1.650e-19 5.509e-20 3.563e-20 1.952e-20 7.198e-21 1.411e-20 1.878e-20 8.629e-21 8.066e-21 7.908e-21 8.322e-21 9.455e-21 6.957e-21 1.804e-21 1.036e-21 3.269e-21 1.624e-21
44047 GOODS-S 53.153420 -27.858637 1.670e-18 1.227e-18 6.588e-19 5.333e-19 6.549e-19 4.592e-19 3.921e-19 3.397e-19 8.282e-20 4.199e-20 1.960e-20 2.824e-21 1.175e-20 2.073e-20 9.410e-21 9.077e-21 8.935e-21 6.953e-21 1.022e-20 4.720e-21 2.411e-21 1.619e-21 2.968e-21 1.463e-21
57473 GOODS-S 53.153441 -27.836726 7.084e-20 1.018e-19 1.196e-19 1.131e-19 8.932e-20 7.036e-20 7.743e-20 8.013e-20 3.517e-20 2.465e-20 1.584e-20 4.517e-21 1.321e-20 1.558e-20 6.726e-21 6.565e-21 6.512e-21 4.581e-21 7.631e-21 3.068e-21 1.579e-21 1.253e-21 5.422e-21 3.624e-21
94626 GOODS-S 53.153443 -27.766118 2.819e-20 5.727e-20 2.694e-19 2.540e-19 2.075e-19 1.111e-19 9.491e-20 8.237e-20 1.899e-20 1.139e-20 5.411e-21 1.604e-21 8.953e-21 1.442e-20 6.215e-21 6.221e-21 5.890e-21 3.828e-21 5.644e-21 3.176e-21 2.778e-21 1.282e-21 5.402e-21 3.284e-21
65539 GOODS-S 53.153455 -27.822689 2.092e-19 1.674e-19 1.029e-19 1.187e-19 8.975e-20 6.628e-20 5.817e-20 4.492e-20 8.835e-21 2.889e-21 -9.900e+01 -9.900e+01 1.014e-20 1.778e-20 7.878e-21 7.925e-21 7.474e-21 5.476e-21 8.697e-21 3.505e-21 1.522e-21 1.416e-21 5.004e-21 2.898e-21
106414 GOODS-S 53.153466 -27.744603 2.646e-19 1.935e-19 1.036e-19 1.002e-19 1.012e-19 7.011e-20 6.091e-20 4.452e-20 1.045e-20 5.112e-21 -9.900e+01 -9.900e+01 9.769e-21 1.552e-20 7.183e-21 6.992e-21 6.887e-21 5.266e-21 7.857e-21 3.716e-21 1.926e-21 1.097e-21 2.968e-21 1.537e-21
66272 GOODS-S 53.153476 -27.821399 -9.900e+01 4.059e-20 9.593e-20 9.840e-20 7.188e-20 4.157e-20 4.231e-20 2.901e-20 7.414e-21 5.053e-21 7.319e-22 -9.900e+01 1.026e-20 1.348e-20 5.593e-21 5.596e-21 5.298e-21 3.406e-21 6.161e-21 2.101e-21 1.483e-21 1.318e-21 5.055e-21 2.834e-21
85471 GOODS-S 53.153516 -27.780909 2.197e-19 2.059e-19 9.901e-20 6.237e-20 4.590e-20 5.680e-20 4.730e-20 4.550e-20 7.197e-21 1.827e-21 -9.900e+01 -9.900e+01 1.210e-20 1.670e-20 7.551e-21 7.703e-21 7.247e-21 4.332e-21 6.387e-21 2.497e-21 1.240e-21 7.230e-22 4.044e-21 2.139e-21
109494 GOODS-S 53.153524 -27.737440 6.867e-19 6.176e-19 3.578e-19 3.257e-19 2.855e-19 1.833e-19 1.436e-19 1.220e-19 2.980e-20 1.453e-20 8.879e-21 4.002e-21 1.542e-20 2.056e-20 1.025e-20 1.006e-20 9.640e-21 9.063e-21 9.414e-21 5.288e-21 3.304e-21 1.530e-21 3.654e-21 8.939e-21
92468 GOODS-S 53.153532 -27.769443 2.697e-19 2.784e-19 3.246e-19 3.845e-19 3.289e-19 2.520e-19 2.090e-19 1.959e-19 5.631e-20 2.440e-20 3.419e-21 2.397e-21 1.607e-20 2.830e-20 1.217e-20 1.179e-20 1.154e-20 7.683e-21 1.133e-20 6.858e-21 3.493e-21 1.555e-21 5.410e-21 3.128e-21
93198 GOODS-S 53.153620 -27.767822 7.246e-19 5.451e-19 3.641e-19 3.517e-19 2.370e-19 1.529e-19 1.183e-19 1.122e-19 2.045e-20 1.048e-20 5.097e-21 -9.900e+01 1.332e-20 2.421e-20 1.041e-20 1.009e-20 9.872e-21 6.575e-21 9.693e-21 7.506e-21 3.121e-21 1.390e-21 5.191e-21 3.134e-21
22761 GOODS-S 53.153642 -27.901947 6.487e-19 5.459e-19 4.438e-19 2.989e-19 2.378e-19 1.233e-19 1.163e-19 7.981e-20 9.878e-21 5.357e-21 1.540e-21 -9.900e+01 1.134e-20 1.314e-20 5.938e-21 5.646e-21 5.641e-21 6.501e-21 6.051e-21 3.738e-21 1.905e-21 1.110e-21 2.911e-21 1.461e-21
37893 GOODS-S 53.153643 -27.870968 3.547e-19 2.416e-19 1.761e-19 1.789e-19 1.608e-19 9.606e-20 8.142e-20 7.219e-20 1.545e-20 7.783e-21 -9.900e+01 1.400e-21 1.213e-20 1.980e-20 9.009e-21 8.164e-21 7.879e-21 7.082e-21 7.801e-21 5.377e-21 2.106e-21 1.709e-21 3.350e-21 1.533e-21
71924 GOODS-S 53.153653 -27.808936 8.216e-19 7.468e-19 7.721e-19 5.815e-19 4.698e-19 2.745e-19 2.332e-19 1.936e-19 1.777e-20 8.201e-21 5.785e-23 -9.900e+01 1.015e-20 1.525e-20 6.917e-21 7.124e-21 6.664e-21 4.371e-21 7.380e-21 2.967e-21 1.264e-21 8.510e-22 4.190e-21 1.889e-21
118748 GOODS-S 53.153678 -27.717741 5.380e-19 5.141e-19 2.725e-19 2.128e-19 1.853e-19 2.097e-19 1.814e-19 1.591e-19 5.907e-20 3.317e-20 1.710e-20 6.240e-21 1.150e-20 1.590e-20 7.312e-21 7.202e-21 7.072e-21 5.254e-21 8.033e-21 3.382e-21 3.321e-21 1.573e-21 3.131e-21 1.387e-21
74471 GOODS-S 53.153680 -27.803330 1.585e-19 1.727e-19 1.491e-19 1.329e-19 1.213e-19 6.632e-20 5.533e-20 4.663e-20 3.115e-21 1.247e-21 -9.900e+01 -9.900e+01 9.657e-21 1.714e-20 7.784e-21 8.090e-21 7.682e-21 4.460e-21 6.576e-21 3.062e-21 9.021e-22 6.404e-22 3.208e-21 1.487e-21
38744 GOODS-S 53.153716 -27.869422 3.203e-19 2.359e-19 1.913e-19 1.899e-19 1.474e-19 9.951e-20 8.109e-20 7.160e-20 1.865e-20 8.465e-21 2.291e-21 2.797e-21 1.078e-20 1.531e-20 5.611e-21 5.358e-21 5.277e-21 5.134e-21 6.122e-21 2.693e-21 1.998e-21 1.635e-21 2.992e-21 1.317e-21
18189 GOODS-S 53.153721 -27.912492 1.684e-19 1.191e-19 6.986e-20 5.912e-20 5.544e-20 3.380e-20 2.342e-20 1.202e-20 -9.900e+01 -9.900e+01 -9.900e+01 -9.900e+01 1.179e-20 1.714e-20 7.243e-21 7.020e-21 6.868e-21 7.606e-21 8.075e-21 4.306e-21 -9.900e+01 -9.900e+01 -9.900e+01 -9.900e+01
114267 GOODS-S 53.153742 -27.725367 1.366e-19 1.160e-19 1.495e-19 2.027e-19 1.536e-19 1.164e-19 1.132e-19 9.015e-20 2.144e-20 7.693e-21 1.052e-20 -9.900e+01 1.274e-20 1.853e-20 9.587e-21 9.090e-21 8.608e-21 5.591e-21 8.756e-21 4.291e-21 2.121e-21 9.616e-22 2.824e-21 1.344e-21
110710 GOODS-S 53.153743 -27.734187 -9.900e+01 -9.900e+01 6.832e-20 1.183e-19 5.796e-20 4.383e-20 5.336e-20 2.163e-20 5.110e-21 2.496e-21 4.115e-21 1.922e-22 2.056e-20 2.964e-20 1.318e-20 1.277e-20 1.260e-20 1.229e-20 1.364e-20 5.315e-21 2.926e-21 1.519e-21 3.717e-21 1.791e-21
54766 GOODS-S 53.153748 -27.841251 1.409e-19 9.638e-20 1.182e-19 1.090e-19 9.504e-20 5.222e-20 4.298e-20 4.058e-20 2.476e-21 1.331e-21 -9.900e+01 -9.900e+01 1.112e-20 1.330e-20 5.786e-21 5.677e-21 5.544e-21 3.983e-21 6.603e-21 2.061e-21 1.606e-21 1.100e-21 1.028e-20 6.288e-21
26308 GOODS-S 53.153749 -27.894435 -9.900e+01 1.840e-20 1.092e-19 1.005e-19 8.218e-20 4.026e-20 3.511e-20 2.890e-20 3.567e-21 4.243e-21 7.716e-22 2.630e-21 9.603e-21 1.425e-20 6.542e-21 6.262e-21 6.316e-21 7.039e-21 6.838e-21 3.854e-21 1.131e-21 6.861e-22 1.921e-21 1.004e-21
24095 GOODS-S 53.153751 -27.898580 7.168e-19 5.885e-19 2.713e-19 1.760e-19 1.591e-19 1.474e-19 1.206e-19 9.537e-20 1.664e-20 1.267e-20 7.149e-22 -9.900e+01 1.491e-20 2.519e-20 1.122e-20 1.075e-20 1.075e-20 1.282e-20 1.246e-20 8.889e-21 1.946e-21 1.132e-21 3.037e-21 1.559e-21
95997 GOODS-S 53.153760 -27.763753 1.732e-19 1.408e-19 1.217e-19 1.868e-19 1.781e-19 1.418e-19 1.119e-19 1.063e-19 1.922e-20 7.495e-21 -9.900e+01 -9.900e+01 1.100e-20 2.136e-20 1.001e-20 9.863e-21 9.839e-21 5.669e-21 8.359e-21 3.401e-21 1.912e-21 1.042e-21 4.962e-21 3.144e-21
66106 GOODS-S 53.153769 -27.821519 3.049e-19 2.247e-19 1.167e-19 8.296e-20 9.231e-20 5.246e-20 3.850e-20 3.987e-20 9.622e-21 5.716e-21 4.482e-21 1.224e-21 9.432e-21 1.295e-20 5.736e-21 5.750e-21 5.365e-21 3.427e-21 5.827e-21 2.712e-21 1.186e-21 1.054e-21 4.055e-21 2.276e-21
19569 GOODS-S 53.153777 -27.909316 3.635e-19 2.845e-19 1.912e-19 1.792e-19 1.613e-19 1.066e-19 7.962e-20 6.959e-20 5.435e-21 3.786e-21 -9.900e+01 1.226e-22 1.247e-20 2.056e-20 9.420e-21 9.030e-21 8.931e-21 1.030e-20 9.745e-21 6.272e-21 1.574e-21 8.305e-22 3.219e-21 1.427e-21
78780 GOODS-S 53.153784 -27.790625 1.279e-18 9.532e-19 5.609e-19 4.985e-19 6.473e-19 5.781e-19 5.102e-19 4.722e-19 1.548e-19 9.756e-20 5.549e-20 2.101e-20 1.701e-20 2.999e-20 1.289e-20 1.249e-20 1.222e-20 8.141e-21 1.200e-20 6.056e-21 2.148e-21 1.368e-21 4.396e-21 2.061e-21
41276 GOODS-S 53.153794 -27.864569 1.433e-19 2.805e-19 2.452e-19 1.602e-19 1.059e-19 5.756e-20 5.357e-20 4.498e-20 1.033e-20 3.239e-21 2.214e-21 -9.900e+01 9.620e-21 1.563e-20 7.220e-21 6.914e-21 6.845e-21 6.590e-21 7.755e-21 3.007e-21 2.300e-21 1.696e-21 3.379e-21 1.665e-21
89211 GOODS-S 53.153799 -27.774587 1.868e-20 3.853e-20 4.196e-20 1.233e-19 2.126e-19 4.385e-19 4.432e-19 4.331e-19 2.154e-19 1.226e-19 5.007e-20 1.451e-20 1.003e-20 1.417e-20 6.448e-21 6.529e-21 6.098e-21 3.676e-21 5.420e-21 3.828e-21 2.109e-21 1.170e-21 4.113e-21 2.166e-21
87594 GOODS-S 53.153801 -27.776363 8.135e-19 6.263e-19 3.405e-19 2.285e-19 1.964e-19 2.196e-19 1.831e-19 1.524e-19 3.809e-20 2.066e-20 6.555e-21 -9.900e+01 1.451e-20 3.364e-20 1.514e-20 1.534e-20 1.465e-20 8.706e-21 1.284e-20 7.798e-21 1.799e-21 1.048e-21 4.086e-21 2.242e-21
23093 GOODS-S 53.153804 -27.901169 2.384e-19 1.866e-19 8.967e-20 8.602e-20 8.226e-20 5.365e-20 5.454e-20 4.055e-20 4.043e-21 2.049e-21 2.168e-21 -9.900e+01 1.081e-20 1.265e-20 5.690e-21 5.447e-21 5.439e-21 6.237e-21 6.631e-21 3.387e-21 8.706e-22 5.033e-22 1.321e-21 6.571e-22
93866 GOODS-S 53.153817 -27.767308 1.680e-18 1.559e-18 8.454e-19 4.815e-19 3.439e-19 2.236e-19 1.923e-19 1.957e-19 3.970e-20 2.276e-20 1.072e-20 2.395e-21 9.738e-21 1.605e-20 6.899e-21 6.686e-21 6.541e-21 4.357e-21 6.423e-21 3.542e-21 2.773e-21 1.237e-21 4.813e-21 2.887e-21
30922 GOODS-S 53.153818 -27.885676 3.953e-19 3.285e-19 3.734e-19 2.683e-19 2.424e-19 1.348e-19 1.203e-19 9.381e-20 8.022e-21 6.039e-21 6.261e-22 -9.900e+01 1.076e-20 1.372e-20 6.410e-21 6.202e-21 6.120e-21 6.078e-21 6.933e-21 4.021e-21 1.371e-21 8.932e-22 2.878e-21 1.411e-21
55028 GOODS-S 53.153819 -27.840221 4.516e-19 5.239e-19 4.283e-19 3.025e-19 2.549e-19 2.330e-19 2.370e-19 2.295e-19 5.186e-20 3.500e-20 1.796e-20 1.036e-20 1.330e-20 2.152e-20 9.398e-21 9.251e-21 9.040e-21 6.510e-21 1.060e-20 4.115e-21 1.615e-21 1.105e-21 8.499e-21 5.333e-21
